country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,Solcast https://solcast.com,Burnie,10,-24.076559,151.281738,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith
2014,1,1,0,0,25.0,-170,0.0,22.8,0,0,0,0,0.0,991.4,46,3.7,132
2014,1,1,1,0,24.7,-153,0.0,22.6,0,0,0,0,0.0,991.5,46,3.4,127
2014,1,1,2,0,24.6,-139,0.0,22.5,0,0,0,0,0.0,991.6,47,3.0,120
2014,1,1,3,0,24.5,-129,0.0,22.5,0,0,0,0,0.0,991.7,48,2.7,110
2014,1,1,4,0,24.5,-120,0.4,22.3,1,0,0,1,0.0,992.1,52,2.4,99
2014,1,1,5,0,24.5,-114,15.5,22.0,40,0,0,40,0.0,992.8,61,2.2,86
2014,1,1,6,0,24.5,-109,31.1,21.8,145,2,1,146,0.0,993.6,72,2.2,74
2014,1,1,7,0,25.0,-104,29.2,21.8,285,64,36,320,0.0,993.9,78,2.4,60
2014,1,1,8,0,25.9,-100,40.3,22.0,364,39,24,388,0.0,993.9,79,2.8,47
2014,1,1,9,0,26.9,-96,26.1,22.2,409,262,229,638,0.0,993.8,81,3.2,34
2014,1,1,10,0,27.3,-91,26.7,22.1,585,135,119,704,0.0,993.6,82,3.6,20
2014,1,1,11,0,27.3,-73,31.8,21.8,677,25,24,701,0.0,993.5,82,4.0,7
2014,1,1,12,0,27.2,67,20.9,21.5,567,247,241,808,0.0,993.3,83,4.5,9
2014,1,1,13,0,27.1,92,8.1,21.3,383,529,486,868,0.0,993.1,84,4.8,21
2014,1,1,14,0,27.0,96,7.2,21.2,333,510,421,754,0.0,992.9,84,5.0,35
2014,1,1,15,0,26.9,100,21.8,21.1,374,163,125,499,0.0,992.6,84,5.2,48
2014,1,1,16,0,26.6,104,45.7,21.1,231,7,4,235,0.0,992.8,84,5.1,62
2014,1,1,17,0,26.0,109,24.9,21.1,107,83,16,123,0.0,993.2,85,5.0,75
2014,1,1,18,0,25.4,114,3.4,21.1,29,41,8,37,0.0,993.6,86,4.8,88
2014,1,1,19,0,25.2,121,0.0,21.2,0,0,0,0,0.0,994.0,87,4.6,100
2014,1,1,20,0,25.2,130,0.0,21.4,0,0,0,0,0.0,994.2,89,4.5,111
2014,1,1,21,0,25.2,140,0.0,21.5,0,0,0,0,0.0,994.5,91,4.3,121
2014,1,1,22,0,24.9,155,0.0,21.5,0,0,0,0,0.0,994.4,91,4.1,128
2014,1,1,23,0,24.4,172,0.0,21.4,0,0,0,0,0.0,994.0,91,4.0,132
2014,1,2,0,0,23.9,-170,0.0,21.2,0,0,0,0,0.0,993.7,91,3.8,132
2014,1,2,1,0,23.5,-153,0.9,21.2,0,0,0,0,0.0,993.5,91,3.6,127
2014,1,2,2,0,23.3,-139,34.9,21.1,0,0,0,0,0.0,993.3,92,3.2,120
2014,1,2,3,0,23.1,-129,51.5,21.1,0,0,0,0,0.0,993.2,92,2.9,110
2014,1,2,4,0,23.2,-120,50.1,21.1,1,6,1,1,0.0,993.4,89,2.7,99
2014,1,2,5,0,23.4,-114,16.7,21.0,29,213,29,58,0.0,993.8,82,2.5,86
2014,1,2,6,0,23.7,-109,3.2,20.9,88,455,137,226,0.0,994.2,73,2.3,74
2014,1,2,7,0,24.6,-104,8.3,21.0,174,519,254,428,0.0,994.2,62,2.0,61
2014,1,2,8,0,25.9,-100,3.4,21.0,144,762,530,674,0.0,993.9,43,1.7,47
2014,1,2,9,0,27.3,-96,0.0,21.1,120,914,757,877,0.0,993.4,19,1.6,34
2014,1,2,10,0,28.3,-91,0.3,20.6,140,924,861,1001,0.0,992.9,13,1.7,20
2014,1,2,11,0,29.0,-73,11.1,19.8,358,600,588,946,0.0,992.3,21,1.9,7
2014,1,2,12,0,29.6,66,5.6,18.9,256,757,743,999,0.0,991.6,29,2.1,9
2014,1,2,13,0,29.9,92,1.9,18.6,189,835,777,965,0.0,990.9,34,2.5,21
2014,1,2,14,0,29.9,96,13.3,19.0,335,478,403,737,0.0,990.2,38,3.1,35
2014,1,2,15,0,29.9,100,6.5,19.3,225,595,379,604,0.0,989.6,40,3.6,48
2014,1,2,16,0,29.2,104,11.6,19.8,184,386,205,390,0.0,989.4,40,4.0,62
2014,1,2,17,0,28.1,109,5.8,20.4,111,299,72,183,0.0,989.7,39,4.1,75
2014,1,2,18,0,27.0,114,0.0,21.0,21,116,22,43,0.0,990.0,37,4.3,88
2014,1,2,19,0,26.2,121,0.0,21.5,0,0,0,0,0.0,990.4,36,4.2,100
2014,1,2,20,0,25.8,129,0.0,22.1,0,0,0,0,0.0,990.9,34,4.0,111
2014,1,2,21,0,25.5,140,0.0,22.6,0,0,0,0,0.0,991.4,32,3.8,121
2014,1,2,22,0,25.0,154,0.0,22.6,0,0,0,0,0.0,991.4,28,3.6,128
2014,1,2,23,0,24.4,172,0.0,22.3,0,0,0,0,0.0,991.0,23,3.5,132
2014,1,3,0,0,23.7,-170,0.0,21.9,0,0,0,0,0.0,990.7,17,3.5,132
2014,1,3,1,0,23.4,-153,0.0,21.7,0,0,0,0,0.0,990.3,10,3.5,127
2014,1,3,2,0,23.2,-139,0.0,21.6,0,0,0,0,0.0,990.0,3,3.5,120
2014,1,3,3,0,23.1,-129,0.0,21.6,0,0,0,0,0.0,989.7,355,3.5,110
2014,1,3,4,0,23.3,-120,0.3,21.6,1,1,0,1,0.0,989.7,348,3.6,99
2014,1,3,5,0,23.7,-114,10.6,21.6,42,23,4,46,0.0,990.0,342,3.8,87
2014,1,3,6,0,24.2,-109,15.9,21.5,134,161,55,189,0.0,990.3,336,4.0,74
2014,1,3,7,0,25.2,-104,10.8,21.4,191,418,217,408,0.0,990.3,332,4.0,61
2014,1,3,8,0,26.6,-100,5.7,21.3,204,631,432,636,0.0,990.0,329,3.8,47
2014,1,3,9,0,28.1,-96,1.5,21.2,172,807,672,844,0.0,989.6,325,3.6,34
2014,1,3,10,0,29.4,-91,0.0,20.8,169,873,813,982,0.0,989.2,329,3.5,20
2014,1,3,11,0,30.6,-72,0.0,20.2,180,878,867,1047,0.0,988.7,339,3.4,7
2014,1,3,12,0,31.8,65,0.0,19.6,181,877,864,1044,0.0,988.1,349,3.5,9
2014,1,3,13,0,32.2,91,0.0,19.5,173,864,801,974,0.0,987.7,357,3.8,21
2014,1,3,14,0,32.1,96,0.0,19.8,162,826,676,838,0.0,987.2,4,4.2,35
2014,1,3,15,0,32.0,100,0.0,20.2,147,756,504,650,0.0,986.8,8,4.6,48
2014,1,3,16,0,31.2,104,0.0,20.7,120,640,309,429,0.0,986.6,10,4.9,62
2014,1,3,17,0,30.0,109,0.0,21.3,78,428,126,204,0.0,986.7,10,5.0,75
2014,1,3,18,0,28.7,114,0.0,21.9,21,115,22,43,0.0,986.8,9,5.1,87
2014,1,3,19,0,27.8,121,0.6,22.3,0,0,0,0,0.0,987.0,7,5.0,100
2014,1,3,20,0,27.1,129,22.7,22.6,0,0,0,0,0.0,987.2,5,4.9,111
2014,1,3,21,0,26.5,140,30.3,22.9,0,0,0,0,0.0,987.4,2,4.8,121
2014,1,3,22,0,26.0,154,46.9,22.8,0,0,0,0,0.0,987.3,358,4.9,128
2014,1,3,23,0,25.5,171,18.9,22.5,0,0,0,0,0.0,986.8,355,5.1,132
2014,1,4,0,0,25.0,-170,0.0,22.2,0,0,0,0,0.0,986.4,351,5.3,132
2014,1,4,1,0,24.7,-153,0.0,21.9,0,0,0,0,0.0,986.0,348,5.5,128
2014,1,4,2,0,24.6,-139,0.0,21.8,0,0,0,0,0.0,985.8,345,5.5,120
2014,1,4,3,0,24.5,-129,0.0,21.7,0,0,0,0,0.0,985.6,341,5.6,110
2014,1,4,4,0,24.6,-120,0.1,21.7,1,2,0,1,0.0,985.8,339,5.6,99
2014,1,4,5,0,25.0,-114,3.1,21.8,36,55,7,43,0.0,986.4,336,5.6,87
2014,1,4,6,0,25.3,-108,22.3,21.8,138,39,10,147,0.0,987.0,333,5.6,74
2014,1,4,7,0,26.2,-104,10.5,21.8,168,418,232,399,0.0,987.2,330,5.5,61
2014,1,4,8,0,27.5,-100,0.0,21.8,179,690,468,646,0.0,987.2,328,5.3,47
2014,1,4,9,0,28.8,-96,0.0,21.9,191,775,641,833,0.0,987.1,325,5.2,34
2014,1,4,10,0,30.0,-91,0.0,21.6,184,841,785,969,0.0,986.6,327,5.0,20
2014,1,4,11,0,31.2,-72,0.0,21.1,182,868,856,1038,0.0,985.9,332,5.0,7
2014,1,4,12,0,32.3,64,0.0,20.6,181,869,856,1037,0.0,985.2,337,4.9,9
2014,1,4,13,0,32.8,91,0.2,20.6,179,846,786,965,0.0,984.5,344,5.0,21
2014,1,4,14,0,32.9,96,9.0,20.9,293,560,470,763,0.0,983.9,351,5.1,35
2014,1,4,15,0,33.0,100,10.4,21.3,280,453,298,577,0.0,983.4,358,5.4,48
2014,1,4,16,0,32.2,104,3.0,21.7,159,534,249,408,0.0,983.3,1,5.5,62
2014,1,4,17,0,31.0,109,0.0,22.3,83,384,116,199,0.0,983.5,3,5.7,75
2014,1,4,18,0,29.7,114,0.0,22.8,22,98,19,42,0.0,983.8,4,5.8,87
2014,1,4,19,0,28.8,121,0.0,23.2,0,0,0,0,0.0,984.1,3,5.8,100
2014,1,4,20,0,28.1,129,0.0,23.4,0,0,0,0,0.0,984.5,1,5.7,111
2014,1,4,21,0,27.5,140,0.0,23.6,0,0,0,0,0.0,984.8,359,5.6,121
2014,1,4,22,0,26.9,154,0.0,23.6,0,0,0,0,0.0,985.0,356,5.4,128
2014,1,4,23,0,26.3,171,0.0,23.5,0,0,0,0,0.0,985.1,351,5.1,132
2014,1,5,0,0,25.7,-170,0.0,23.4,0,0,0,0,0.0,985.2,347,4.9,132
2014,1,5,1,0,25.3,-153,0.0,23.3,0,0,0,0,0.0,985.4,343,4.6,128
2014,1,5,2,0,25.1,-139,0.0,23.2,0,0,0,0,0.0,985.7,339,4.4,120
2014,1,5,3,0,25.0,-129,0.0,23.2,0,0,0,0,0.0,985.9,334,4.2,110
2014,1,5,4,0,25.1,-120,0.6,23.1,1,0,0,1,0.0,986.5,332,4.0,99
2014,1,5,5,0,25.4,-114,21.2,23.1,29,0,0,29,0.0,987.2,332,4.0,87
2014,1,5,6,0,25.8,-108,32.2,23.1,126,7,4,130,0.0,988.0,332,3.9,74
2014,1,5,7,0,26.5,-104,15.4,23.0,217,260,144,361,0.0,988.3,335,3.8,61
2014,1,5,8,0,27.5,-100,8.6,22.9,305,402,270,574,0.0,988.3,340,3.6,48
2014,1,5,9,0,28.5,-95,14.8,22.7,445,299,241,686,0.0,988.3,346,3.5,34
2014,1,5,10,0,29.5,-90,8.0,22.6,415,464,439,854,0.0,988.1,355,3.6,20
2014,1,5,11,0,30.5,-71,3.7,22.4,388,571,563,951,0.0,987.8,4,3.9,7
2014,1,5,12,0,31.4,63,1.3,22.2,346,637,627,972,0.0,987.5,12,4.3,9
2014,1,5,13,0,31.6,91,0.0,22.2,314,646,600,914,0.0,987.3,16,4.6,21
2014,1,5,14,0,31.4,96,0.0,22.3,303,572,471,774,0.0,987.1,19,4.8,35
2014,1,5,15,0,31.0,100,0.0,22.4,273,453,306,579,0.0,986.9,21,5.0,48
2014,1,5,16,0,30.3,104,0.1,22.7,208,300,151,358,0.0,987.1,21,5.0,61
2014,1,5,17,0,29.4,109,4.0,23.0,118,90,36,154,0.0,987.7,20,4.8,75
2014,1,5,18,0,28.4,114,2.0,23.4,29,4,1,30,0.0,988.4,18,4.7,87
2014,1,5,19,0,27.7,121,0.0,23.5,0,0,0,0,0.0,988.9,17,4.6,100
2014,1,5,20,0,27.1,129,0.0,23.5,0,0,0,0,0.0,989.4,17,4.6,111
2014,1,5,21,0,26.6,140,0.0,23.5,0,0,0,0,0.0,989.8,17,4.6,121
2014,1,5,22,0,26.1,154,0.0,23.4,0,0,0,0,0.0,989.9,14,4.6,128
2014,1,5,23,0,25.7,171,0.0,23.3,0,0,0,0,0.0,989.7,9,4.6,132
2014,1,6,0,0,25.2,-170,0.0,23.2,0,0,0,0,0.0,989.5,3,4.7,132
2014,1,6,1,0,25.0,-153,0.0,23.1,0,0,0,0,0.0,989.3,359,4.6,128
2014,1,6,2,0,24.9,-139,0.0,23.1,0,0,0,0,0.0,989.1,355,4.5,120
2014,1,6,3,0,24.8,-129,0.0,23.1,0,0,0,0,0.0,988.9,351,4.4,110
2014,1,6,4,0,24.9,-120,0.2,23.0,1,0,0,1,0.0,989.2,347,4.3,99
2014,1,6,5,0,25.1,-114,8.8,22.9,34,5,2,36,0.0,989.8,344,4.2,87
2014,1,6,6,0,25.3,-108,7.6,22.8,115,190,65,181,0.0,990.5,341,4.2,74
2014,1,6,7,0,26.1,-104,8.0,22.7,220,323,159,379,0.0,990.6,342,4.1,61
2014,1,6,8,0,27.3,-100,3.4,22.4,221,576,400,620,0.0,990.4,346,3.9,48
2014,1,6,9,0,28.5,-95,3.9,22.2,270,638,521,792,0.0,990.2,351,3.7,34
2014,1,6,10,0,29.4,-90,6.1,21.9,308,642,599,906,0.0,989.9,355,3.5,21
2014,1,6,11,0,30.1,-70,2.1,21.6,231,792,783,1014,0.0,989.5,359,3.5,7
2014,1,6,12,0,30.8,62,0.0,21.3,197,848,835,1032,0.0,989.1,3,3.4,9
2014,1,6,13,0,31.1,90,0.1,21.1,207,806,750,956,0.0,988.9,5,3.5,21
2014,1,6,14,0,31.1,95,4.4,21.0,265,630,522,788,0.0,988.7,6,3.5,34
2014,1,6,15,0,31.0,100,2.2,20.9,213,616,406,619,0.0,988.5,7,3.6,48
2014,1,6,16,0,30.5,104,0.0,21.0,147,545,267,414,0.0,988.7,8,3.5,61
2014,1,6,17,0,29.6,108,0.0,21.4,93,317,98,191,0.0,989.2,10,3.4,75
2014,1,6,18,0,28.6,114,0.0,21.8,24,77,15,39,0.0,989.7,12,3.2,87
2014,1,6,19,0,27.8,120,0.0,22.0,0,0,0,0,0.0,990.0,13,3.3,100
2014,1,6,20,0,27.1,129,0.0,22.2,0,0,0,0,0.0,990.3,14,3.5,111
