country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,Solcast https://solcast.com,Burnie,7,-32.589635,115.837097,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2015,1,1,0,0,19.3,-161,0,12.6,0,0,0,0,0,998.3,127,6.6,121,,
2015,1,1,1,0,18.6,-147,0,12.5,0,0,0,0,0,998.2,125,6.3,116,,
2015,1,1,2,0,18,-134,0,12.4,0,0,0,0,0,998.3,124,6,108,,
2015,1,1,3,0,17.5,-124,0,12.3,0,6,1,1,0,998.5,123,5.7,98,,
2015,1,1,4,0,17.8,-116,0,12.4,19,315,39,58,0,998.7,119,5.3,87,,
2015,1,1,5,0,18.8,-109,0,12.5,45,675,183,229,0,999,113,4.9,75,,
2015,1,1,6,0,20,-102,0,12.7,62,865,393,455,0,999.3,106,4.6,63,,
2015,1,1,7,0,20.9,-95,0,12.6,71,957,603,675,0,999.2,107,3.8,51,,
2015,1,1,8,0,21.9,-86,0,12.2,77,1008,788,865,0,998.8,121,2.7,38,,
2015,1,1,9,0,22.8,-74,0,11.9,83,1035,926,1009,0,998.4,150,2,26,,
2015,1,1,10,0,23.6,-47,0,11.7,88,1044,1004,1093,0,997.9,186,2.5,15,,
2015,1,1,11,0,24.3,14,0,11.5,92,1041,1019,1112,0,997.4,203,3.8,12,,
2015,1,1,12,0,25.1,59,0,11.4,93,1031,973,1065,0,996.9,210,5.3,19,,
2015,1,1,13,0,25.3,79,0,11.4,89,1012,868,957,0,996.5,211,6.3,30,,
2015,1,1,14,0,25,90,0,11.7,82,977,713,795,0,996.2,209,6.8,43,,
2015,1,1,15,0,24.7,97,0,11.9,74,913,518,592,0,995.9,208,7.3,55,,
2015,1,1,16,0,23.8,104,0,12.4,61,794,305,366,0,996,207,7.3,68,,
2015,1,1,17,0,22.3,111,0,13.1,39,533,110,149,0,996.4,207,6.7,80,,
2015,1,1,18,0,20.8,119,0,13.7,10,150,16,26,0,996.8,207,6.2,91,,
2015,1,1,19,0,19.8,128,0,14,0,0,0,0,0,997,204,6,102,,
2015,1,1,20,0,19.3,139,0,13.9,0,0,0,0,0,997.1,200,6.1,111,,
2015,1,1,21,0,18.9,152,0,13.8,0,0,0,0,0,997.2,196,6.3,118,,
2015,1,1,22,0,18.4,167,0.6,13.8,0,0,0,0,0,997.1,192,6.3,123,,
2015,1,1,23,0,17.9,-177,33.2,13.8,0,0,0,0,0,996.8,189,6.2,124,,
2015,1,2,0,0,17.4,-161,51.5,13.8,0,0,0,0,0,996.5,186,6.2,121,,
2015,1,2,1,0,17.1,-147,51.5,13.7,0,0,0,0,0,996.5,183,6,116,,
2015,1,2,2,0,17,-135,51.2,13.6,0,0,0,0,0,996.6,181,5.8,108,,
2015,1,2,3,0,16.8,-124,51,13.5,1,0,0,1,0,996.8,179,5.6,98,,
2015,1,2,4,0,17.2,-116,32.5,13.6,38,19,2,41,0,997.2,177,5.4,87,,
2015,1,2,5,0,18,-109,33.5,13.8,132,11,1,133,0,997.7,176,5.3,76,,
2015,1,2,6,0,18.8,-102,38.6,14,265,0,0,265,0,998.3,175,5.1,63,,
2015,1,2,7,0,19.6,-95,46.6,14.2,336,0,0,336,0,998.5,178,5.1,51,,
2015,1,2,8,0,20.5,-86,44.5,14.2,462,0,0,462,0,998.4,185,5.2,38,,
2015,1,2,9,0,21.4,-74,47.3,14.3,505,0,0,505,0,998.3,191,5.3,26,,
2015,1,2,10,0,22,-47,56.3,14.4,457,0,0,457,0,998.1,197,5.5,15,,
2015,1,2,11,0,22.3,14,55.6,14.5,465,12,11,476,0,997.8,201,5.8,12,,
2015,1,2,12,0,22.6,59,19.8,14.6,259,604,558,817,0,997.5,206,6.1,19,,
2015,1,2,13,0,22.7,79,0.7,14.5,122,928,798,920,0,997.4,207,6.6,30,,
