country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,Solcast https://solcast.com,Burnie,10,-23.938314,151.167618,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith
2014,1,1,0,0,25.2,-170,0.0,22.8,0,0,0,0,0.0,993.4,42,4.2,132
2014,1,1,1,0,25.0,-153,0.0,22.7,0,0,0,0,0.0,993.5,42,3.8,127
2014,1,1,2,0,24.9,-139,0.0,22.6,0,0,0,0,0.0,993.6,42,3.5,120
2014,1,1,3,0,24.8,-129,0.0,22.5,0,0,0,0,0.0,993.7,42,3.1,110
2014,1,1,4,0,24.7,-120,0.8,22.3,1,0,0,1,0.0,994.1,46,2.7,99
2014,1,1,5,0,24.7,-114,28.9,22.0,29,0,0,29,0.0,994.8,54,2.5,86
2014,1,1,6,0,24.7,-109,41.2,21.8,128,0,0,128,0.0,995.6,63,2.3,74
2014,1,1,7,0,25.2,-104,39.8,21.8,267,0,0,267,0.0,995.9,71,2.5,61
2014,1,1,8,0,26.1,-100,42.8,22.0,372,6,5,378,0.0,995.9,75,2.8,47
2014,1,1,9,0,27.1,-96,25.9,22.2,429,236,206,635,0.0,995.8,78,3.2,34
2014,1,1,10,0,27.5,-92,9.6,22.2,381,521,492,873,0.0,995.7,81,3.7,20
2014,1,1,11,0,27.4,-76,2.0,21.9,274,739,731,1005,0.0,995.5,82,4.2,7
2014,1,1,12,0,27.3,71,0.0,21.6,237,797,785,1022,0.0,995.3,83,4.7,9
2014,1,1,13,0,27.2,92,0.0,21.4,242,759,704,946,0.0,995.1,84,5.0,21
2014,1,1,14,0,27.0,97,0.3,21.4,235,698,573,807,0.0,994.9,84,5.2,35
2014,1,1,15,0,26.9,100,11.1,21.3,297,374,265,563,0.0,994.7,85,5.4,48
2014,1,1,16,0,26.6,104,31.4,21.3,246,76,45,291,0.0,994.8,85,5.4,62
2014,1,1,17,0,26.1,109,21.1,21.3,127,57,11,138,0.0,995.2,86,5.3,75
2014,1,1,18,0,25.6,114,4.1,21.3,30,28,5,35,0.0,995.6,87,5.1,88
2014,1,1,19,0,25.4,121,0.0,21.4,0,0,0,0,0.0,996.0,88,5.0,100
2014,1,1,20,0,25.4,129,0.0,21.5,0,0,0,0,0.0,996.2,89,4.8,111
2014,1,1,21,0,25.4,140,0.0,21.6,0,0,0,0,0.0,996.5,91,4.7,121
2014,1,1,22,0,25.1,154,0.0,21.6,0,0,0,0,0.0,996.4,91,4.5,128
2014,1,1,23,0,24.7,172,0.0,21.5,0,0,0,0,0.0,996.1,91,4.3,132
2014,1,2,0,0,24.2,-170,0.0,21.4,0,0,0,0,0.0,995.7,90,4.2,132
2014,1,2,1,0,23.9,-153,0.9,21.4,0,0,0,0,0.0,995.5,91,3.9,127
2014,1,2,2,0,23.7,-139,34.9,21.3,0,0,0,0,0.0,995.4,91,3.6,120
2014,1,2,3,0,23.5,-129,51.1,21.3,0,0,0,0,0.0,995.3,92,3.3,110
2014,1,2,4,0,23.6,-120,50.0,21.3,1,6,1,1,0.0,995.5,90,3.0,99
2014,1,2,5,0,23.8,-114,16.7,21.2,28,212,29,57,0.0,995.9,84,2.8,87
2014,1,2,6,0,24.0,-109,0.3,21.1,71,528,161,231,0.0,996.3,76,2.6,74
2014,1,2,7,0,24.8,-104,12.0,21.1,206,429,195,401,0.0,996.3,66,2.2,61
2014,1,2,8,0,26.1,-100,8.0,21.2,196,632,445,642,0.0,995.9,48,1.8,47
2014,1,2,9,0,27.3,-96,1.2,21.2,140,875,726,865,0.0,995.5,22,1.6,34
2014,1,2,10,0,28.2,-91,7.2,20.8,279,703,649,928,0.0,995.0,16,1.7,20
2014,1,2,11,0,28.7,-76,12.0,20.0,387,559,551,938,0.0,994.4,25,1.9,7
2014,1,2,12,0,29.2,69,4.3,19.2,234,794,780,1014,0.0,993.7,33,2.2,9
2014,1,2,13,0,29.5,92,0.6,19.1,162,880,817,979,0.0,993.1,38,2.6,21
2014,1,2,14,0,29.5,96,2.8,19.3,196,762,626,823,0.0,992.4,41,3.2,35
2014,1,2,15,0,29.5,100,1.9,19.7,162,726,482,643,0.0,991.7,42,3.9,48
2014,1,2,16,0,28.9,104,22.3,20.1,201,253,151,353,0.0,991.6,42,4.2,62
2014,1,2,17,0,28.0,109,11.1,20.6,119,235,46,165,0.0,991.8,40,4.5,75
2014,1,2,18,0,27.0,114,0.0,21.1,21,117,23,43,0.0,992.1,38,4.6,88
2014,1,2,19,0,26.3,121,0.0,21.6,0,0,0,0,0.0,992.5,37,4.6,100
2014,1,2,20,0,26.0,129,0.0,22.1,0,0,0,0,0.0,992.9,35,4.4,111
2014,1,2,21,0,25.7,140,0.0,22.6,0,0,0,0,0.0,993.4,33,4.1,121
2014,1,2,22,0,25.2,154,0.0,22.7,0,0,0,0,0.0,993.4,29,3.9,128
2014,1,2,23,0,24.6,171,0.0,22.3,0,0,0,0,0.0,993.1,23,3.9,132
2014,1,3,0,0,24.0,-170,0.0,22.0,0,0,0,0,0.0,992.7,17,3.8,132
2014,1,3,1,0,23.7,-153,0.0,21.8,0,0,0,0,0.0,992.4,10,3.8,128
2014,1,3,2,0,23.6,-139,0.0,21.8,0,0,0,0,0.0,992.0,3,3.8,120
2014,1,3,3,0,23.5,-129,0.0,21.7,0,0,0,0,0.0,991.7,356,3.8,110
2014,1,3,4,0,23.6,-120,0.2,21.7,1,2,0,1,0.0,991.8,349,3.9,99
2014,1,3,5,0,24.0,-114,6.7,21.7,38,72,10,47,0.0,992.1,343,4.0,87
2014,1,3,6,0,24.3,-109,13.3,21.7,127,198,63,190,0.0,992.4,337,4.2,74
2014,1,3,7,0,25.3,-104,5.7,21.6,141,556,292,432,0.0,992.4,332,4.2,61
2014,1,3,8,0,26.6,-100,0.8,21.5,143,772,522,665,0.0,992.1,329,4.0,47
2014,1,3,9,0,28.0,-96,0.3,21.4,153,844,698,851,0.0,991.8,325,3.8,34
2014,1,3,10,0,29.2,-91,0.0,21.0,169,871,811,980,0.0,991.3,329,3.7,20
2014,1,3,11,0,30.3,-75,0.0,20.5,180,878,865,1046,0.0,990.8,338,3.6,7
2014,1,3,12,0,31.3,68,0.0,20.0,180,877,864,1044,0.0,990.3,349,3.7,9
2014,1,3,13,0,31.7,92,0.0,19.9,172,864,802,974,0.0,989.8,357,4.0,21
2014,1,3,14,0,31.6,96,0.0,20.2,162,827,677,839,0.0,989.4,4,4.4,35
2014,1,3,15,0,31.5,100,0.0,20.6,146,759,506,652,0.0,988.9,9,4.9,48
