country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,Solcast https://solcast.com,Burnie,9,-32.955673,137.615433,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2015,1,1,0,0,20.2,-170,0,14.7,0,0,0,0,0,995.6,112,3.1,123,,
2015,1,1,1,0,19.6,-154,0.1,15.1,0,0,0,0,0,995.1,104,2.8,119,,
2015,1,1,2,0,19,-141,7.1,15.5,0,0,0,0,0,994.7,94,2.7,112,,
2015,1,1,3,0,18.8,-130,11.4,15.7,0,0,0,0,0,994.7,87,2.6,103,,
2015,1,1,4,0,18.9,-120,33.9,15.9,3,0,0,3,0,995,84,2.5,93,,
2015,1,1,5,0,19,-112,44.8,16.1,64,0,0,64,0,995.4,80,2.4,82,,
2015,1,1,6,0,20.8,-105,42.5,15.8,182,0,0,182,0,995.6,63,2.3,70,,
2015,1,1,7,0,23.8,-98,61.6,15.2,191,1,1,192,0,995.7,36,2.5,58,,
2015,1,1,8,0,26.9,-91,46.9,14.5,374,54,41,416,0,995.7,17,3.1,45,,
2015,1,1,9,0,29,-81,34.2,13,556,54,45,601,0,995.5,4,3.1,33,,
2015,1,1,10,0,30.4,-64,18.8,11,427,434,415,843,0,995,350,2.7,21,,
2015,1,1,11,0,31.7,-21,11.4,9,376,602,587,963,0,994.5,330,2.3,12,,
2015,1,1,12,0,32.9,37,8,7.1,310,705,681,991,0,993.9,321,2,14,,
2015,1,1,13,0,33.9,70,5.2,5.2,244,778,708,952,0,993.3,321,1.5,24,,
2015,1,1,14,0,34.9,84,1.8,3.4,162,867,693,855,0,992.6,325,0.9,36,,
2015,1,1,15,0,35.1,93,1.7,3.3,125,843,559,684,0,992.2,357,0.4,49,,
2015,1,1,16,0,34.8,100,1,4.6,95,789,381,476,0,992.1,83,0.6,61,,
2015,1,1,17,0,34.4,107,0,6.1,61,651,198,259,0,991.9,103,1.2,73,,
2015,1,1,18,0,32.7,115,0,7.8,23,221,47,69,0,992.1,106,1.9,85,,
2015,1,1,19,0,30.2,123,0,9.6,2,7,1,3,0,992.6,105,2.7,96,,
2015,1,1,20,0,27.5,133,0,11.4,0,0,0,0,0,993.1,104,3.5,106,,
2015,1,1,21,0,26,144,0,12.3,0,0,0,0,0,993.2,98,3.8,114,,
2015,1,1,22,0,25.2,158,0,12.6,0,0,0,0,0,993.1,86,3.9,120,,
2015,1,1,23,0,24.6,174,0,12.7,0,0,0,0,0,993,75,4.1,123,,
2015,1,2,0,0,24.3,-170,0,12.6,0,0,0,0,0,992.8,65,4.3,123,,
2015,1,2,1,0,24.2,-154,0,12.2,0,0,0,0,0,992.6,55,4.5,119,,
2015,1,2,2,0,24.2,-141,0,11.9,0,0,0,0,0,992.4,46,4.8,112,,
2015,1,2,3,0,24.4,-130,0,11.5,0,0,0,0,0,992.6,38,5.1,103,,
2015,1,2,4,0,24.6,-120,0.2,11.2,3,9,1,4,0,993,31,5.3,93,,
2015,1,2,5,0,24.8,-112,9.2,10.9,59,192,42,101,0,993.5,25,5.6,82,,
2015,1,2,6,0,26.4,-105,5.2,10.4,76,631,239,315,0,993.9,19,5.6,70,,
2015,1,2,7,0,28.9,-98,3.9,9.8,123,767,404,527,0,994.1,12,5.6,58,,
2015,1,2,8,0,31.6,-91,2.3,9.1,113,892,634,746,0,994.3,5,5.7,45,,
2015,1,2,9,0,32.7,-81,4.7,9.3,187,843,699,885,0,994.2,358,5.7,33,,
2015,1,2,10,0,32.7,-64,4.3,10,191,874,815,1006,0,993.7,352,5.6,21,,
2015,1,2,11,0,32.6,-21,4.9,10.8,216,860,837,1053,0,993.1,346,5.7,12,,
2015,1,2,12,0,32.8,36,2.2,10.9,157,949,918,1074,0,992.6,343,5.4,14,,
2015,1,2,13,0,33.3,70,0,10.3,104,1011,921,1025,0,992,342,4.8,24,,
2015,1,2,14,0,33.8,84,2,9.8,134,916,741,875,0,991.5,341,4.3,36,,
2015,1,2,15,0,33.9,93,1.1,9.8,108,901,592,700,0,991.1,347,3.7,49,,
2015,1,2,16,0,33.7,100,0,10.4,76,853,416,493,0,990.9,1,3.2,61,,
2015,1,2,17,0,33.5,107,0,10.9,58,680,207,265,0,990.7,19,3,73,,
2015,1,2,18,0,32.6,114,0,11.2,23,232,49,71,0,990.6,34,2.8,85,,
2015,1,2,19,0,31.1,123,0,11.1,2,8,1,3,0,990.6,47,2.6,96,,
2015,1,2,20,0,29.5,132,0,11.1,0,0,0,0,0,990.6,62,2.5,106,,
2015,1,2,21,0,28.3,144,0,11.3,0,0,0,0,0,990.5,62,2.8,114,,
2015,1,2,22,0,27.3,158,0,11.8,0,0,0,0,0,990.4,54,3.1,120,,
2015,1,2,23,0,26.4,174,0,12.2,0,0,0,0,0,990.3,47,3.6,123,,
2015,1,3,0,0,26.2,-170,0,12.3,0,0,0,0,0,990.1,37,4.3,123,,
2015,1,3,1,0,26.6,-154,0,12,0,0,0,0,0,990,27,5.3,119,,
2015,1,3,2,0,27.1,-141,0,11.6,0,0,0,0,0,989.8,20,6.3,112,,
2015,1,3,3,0,27.6,-130,0,11.9,0,0,0,0,0,990,15,7.3,104,,
2015,1,3,4,0,28.1,-120,0.1,12.5,2,5,1,3,0,990.4,10,8.2,93,,
2015,1,3,5,0,28.7,-112,5,13.2,56,185,39,95,0,990.8,5,9.1,82,,
2015,1,3,6,0,30,-105,9.7,13.9,145,334,117,262,0,991.2,359,9.2,70,,
2015,1,3,7,0,31.8,-98,7.7,14.6,203,477,260,464,0,991.5,349,8.9,58,,
2015,1,3,8,0,33.7,-91,2.2,15.3,194,685,487,681,0,991.7,339,8.7,45,,
2015,1,3,9,0,34.1,-81,2.5,15.7,234,721,599,833,0,991.9,325,7.6,33,,
2015,1,3,10,0,33.5,-64,14.8,15.8,442,412,374,816,0,991.9,302,6.1,21,,
2015,1,3,11,0,32.6,-21,65.7,15.9,254,91,87,341,0,991.9,272,6,13,,
2015,1,3,12,0,31.7,36,95.6,15.9,55,0,0,55,0,992.1,244,6.5,14,,
2015,1,3,13,0,30.6,69,73.4,15.7,234,0,0,234,0,992.6,220,7.8,24,,
