PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,WindDirection10m,WindSpeed10m,lat,lon
2021-06-30T02:00:00Z,2021-06-30T01:00:00Z,PT60M,15.7,50,902,492,125,6.9,-33.856784,151.215297
2021-06-30T03:00:00Z,2021-06-30T02:00:00Z,PT60M,17.7,54,942,619,118,6.4,Minute,Temperature
2021-06-30T04:00:00Z,2021-06-30T03:00:00Z,PT60M,19.2,56,960,686,110,5.5,0,20.3
2021-06-30T05:00:00Z,2021-06-30T04:00:00Z,PT60M,20.1,56,961,687,102,4.9,0,20
2021-06-30T06:00:00Z,2021-06-30T05:00:00Z,PT60M,20.6,55,944,623,96,4.5,0,20
2021-06-30T07:00:00Z,2021-06-30T06:00:00Z,PT60M,20.7,51,904,498,94,4.1,0,20
2021-06-30T08:00:00Z,2021-06-30T07:00:00Z,PT60M,20.7,43,821,325,92,3.8,0,20.1
2021-06-30T09:00:00Z,2021-06-30T08:00:00Z,PT60M,19.8,29,556,126,95,3.5,0,20.4
2021-06-30T10:00:00Z,2021-06-30T09:00:00Z,PT60M,18.2,2,18,4,106,3.4,0,20.6
2021-06-30T11:00:00Z,2021-06-30T10:00:00Z,PT60M,16.9,0,0,0,112,3.5,0,21.3
2021-06-30T12:00:00Z,2021-06-30T11:00:00Z,PT60M,16.1,0,0,0,111,3.6,0,22.6
2021-06-30T13:00:00Z,2021-06-30T12:00:00Z,PT60M,15.5,0,0,0,111,3.6,0,23.8
2021-06-30T14:00:00Z,2021-06-30T13:00:00Z,PT60M,14.9,0,0,0,109,3.7,0,24.7
2021-06-30T15:00:00Z,2021-06-30T14:00:00Z,PT60M,14.4,0,0,0,104,3.7,0,25.2
2021-06-30T16:00:00Z,2021-06-30T15:00:00Z,PT60M,13.8,0,0,0,101,3.6,0,25.7
2021-06-30T17:00:00Z,2021-06-30T16:00:00Z,PT60M,13.3,0,0,0,96,3.4,0,26
2021-06-30T18:00:00Z,2021-06-30T17:00:00Z,PT60M,12.9,0,0,0,95,3.4,0,25.9
2021-06-30T19:00:00Z,2021-06-30T18:00:00Z,PT60M,12.5,0,0,0,97,3.5,0,25.9
2021-06-30T20:00:00Z,2021-06-30T19:00:00Z,PT60M,12,0,0,0,95,3.4,0,25.6
2021-06-30T21:00:00Z,2021-06-30T20:00:00Z,PT60M,11.7,0,0,0,99,3.4,0,25
2021-06-30T22:00:00Z,2021-06-30T21:00:00Z,PT60M,11.3,0,0,0,104,3.4,0,24.5
2021-06-30T23:00:00Z,2021-06-30T22:00:00Z,PT60M,11,1,16,3,104,3.5,0,23.8
2021-07-01T00:00:00Z,2021-06-30T23:00:00Z,PT60M,11.7,28,556,121,101,3.4,0,23.1
2021-07-01T01:00:00Z,2021-07-01T00:00:00Z,PT60M,13.8,47,806,318,93,3.8,0,22.4
2021-07-01T02:00:00Z,2021-07-01T01:00:00Z,PT60M,16.3,53,901,495,90,4.5,0,22.1
2021-07-01T03:00:00Z,2021-07-01T02:00:00Z,PT60M,18.2,57,945,623,88,4.3,0,22
2021-07-01T04:00:00Z,2021-07-01T03:00:00Z,PT60M,19.3,59,963,691,85,3.2,0,22
2021-07-01T05:00:00Z,2021-07-01T04:00:00Z,PT60M,20,59,963,693,86,1.6,0,22
2021-07-01T06:00:00Z,2021-07-01T05:00:00Z,PT60M,20.5,57,946,627,121,0.7,0,21.9
2021-07-01T07:00:00Z,2021-07-01T06:00:00Z,PT60M,20.7,52,907,502,173,1,0,21.8
2021-07-01T08:00:00Z,2021-07-01T07:00:00Z,PT60M,20.8,44,823,328,177,1.5,0,21.9
2021-07-01T09:00:00Z,2021-07-01T08:00:00Z,PT60M,20,29,554,127,168,2,0,22.2
2021-07-01T10:00:00Z,2021-07-01T09:00:00Z,PT60M,18.4,2,18,4,161,2.5,0,22.5
2021-07-01T11:00:00Z,2021-07-01T10:00:00Z,PT60M,17.2,0,0,0,152,2.9,0,22.5
2021-07-01T12:00:00Z,2021-07-01T11:00:00Z,PT60M,16.5,0,0,0,143,3.2,0,22.3
2021-07-01T13:00:00Z,2021-07-01T12:00:00Z,PT60M,15.8,0,0,0,134,3.4,0,22.2
2021-07-01T14:00:00Z,2021-07-01T13:00:00Z,PT60M,15.1,0,0,0,123,3.5,0,22.1
2021-07-01T15:00:00Z,2021-07-01T14:00:00Z,PT60M,14.4,0,0,0,112,3.7,0,22.2
2021-07-01T16:00:00Z,2021-07-01T15:00:00Z,PT60M,13.7,0,0,0,104,3.7,0,22.3
2021-07-01T17:00:00Z,2021-07-01T16:00:00Z,PT60M,13.1,0,0,0,98,3.7,0,22.2
2021-07-01T18:00:00Z,2021-07-01T17:00:00Z,PT60M,12.6,0,0,0,95,3.6,0,21.9
2021-07-01T19:00:00Z,2021-07-01T18:00:00Z,PT60M,12.1,0,0,0,95,3.5,0,21.7
2021-07-01T20:00:00Z,2021-07-01T19:00:00Z,PT60M,11.7,0,0,0,93,3.4,0,21.3
2021-07-01T21:00:00Z,2021-07-01T20:00:00Z,PT60M,11.4,0,0,0,95,3.6,0,20.8
2021-07-01T22:00:00Z,2021-07-01T21:00:00Z,PT60M,11,0,0,0,99,3.8,0,20.3
2021-07-01T23:00:00Z,2021-07-01T22:00:00Z,PT60M,10.6,2,16,3,100,3.8,0,20
2021-07-02T00:00:00Z,2021-07-01T23:00:00Z,PT60M,11.3,33,520,119,97,3.6,0,19.9
2021-07-02T01:00:00Z,2021-07-02T00:00:00Z,PT60M,13.4,43,824,322,96,4.3,0,19.9
2021-07-02T02:00:00Z,2021-07-02T01:00:00Z,PT60M,15.6,52,910,498,93,5.4,0,19.8
2021-07-02T03:00:00Z,2021-07-02T02:00:00Z,PT60M,17.3,56,950,626,89,5.6,0,19.6
2021-07-02T04:00:00Z,2021-07-02T03:00:00Z,PT60M,18.5,57,969,694,89,5.2,0,19.4
2021-07-02T05:00:00Z,2021-07-02T04:00:00Z,PT60M,19.3,57,970,696,92,4.7,0,19.3
2021-07-02T06:00:00Z,2021-07-02T05:00:00Z,PT60M,19.8,55,954,631,95,4.5,0,19.2
2021-07-02T07:00:00Z,2021-07-02T06:00:00Z,PT60M,20.1,51,915,506,98,4.6,0,19.1
2021-07-02T08:00:00Z,2021-07-02T07:00:00Z,PT60M,19.9,43,834,332,102,4.8,0,19.3
2021-07-02T09:00:00Z,2021-07-02T08:00:00Z,PT60M,18.9,29,571,130,106,4.6,0,19.6
2021-07-02T10:00:00Z,2021-07-02T09:00:00Z,PT60M,17.1,2,21,4,111,4.2,0,19.8
2021-07-02T11:00:00Z,2021-07-02T10:00:00Z,PT60M,15.7,0,0,0,114,4.1,0,20.3
2021-07-02T12:00:00Z,2021-07-02T11:00:00Z,PT60M,14.8,0,0,0,115,4.3,0,21.1
2021-07-02T13:00:00Z,2021-07-02T12:00:00Z,PT60M,14.1,0,0,0,116,4.4,0,21.9
2021-07-02T14:00:00Z,2021-07-02T13:00:00Z,PT60M,13.4,0,0,0,115,4.2,0,22.3
2021-07-02T15:00:00Z,2021-07-02T14:00:00Z,PT60M,12.8,0,0,0,111,4.1,0,22.2
2021-07-02T16:00:00Z,2021-07-02T15:00:00Z,PT60M,12.4,0,0,0,109,4,0,22.2
2021-07-02T17:00:00Z,2021-07-02T16:00:00Z,PT60M,11.9,0,0,0,110,4.1,0,22
2021-07-02T18:00:00Z,2021-07-02T17:00:00Z,PT60M,11.3,0,0,0,109,4.1,0,21.6
2021-07-02T19:00:00Z,2021-07-02T18:00:00Z,PT60M,10.7,0,0,0,105,4,0,21.3
2021-07-02T20:00:00Z,2021-07-02T19:00:00Z,PT60M,10.1,0,0,0,101,4.1,0,20.8
2021-07-02T21:00:00Z,2021-07-02T20:00:00Z,PT60M,9.5,0,0,0,99,4.1,0,20.3
2021-07-02T22:00:00Z,2021-07-02T21:00:00Z,PT60M,9.1,0,0,0,98,4.1,0,19.8
2021-07-02T23:00:00Z,2021-07-02T22:00:00Z,PT60M,8.7,1,20,3,93,4.2,0,19.6
2021-07-03T00:00:00Z,2021-07-02T23:00:00Z,PT60M,9.3,41,456,116,87,4.4,0,19.7
2021-07-03T01:00:00Z,2021-07-03T00:00:00Z,PT60M,11.5,57,767,318,81,5.8,0,19.8
2021-07-03T02:00:00Z,2021-07-03T01:00:00Z,PT60M,13.9,52,917,502,76,7.1,0,19.7
2021-07-03T03:00:00Z,2021-07-03T02:00:00Z,PT60M,15.8,56,957,631,73,7.2,0,19.2
2021-07-03T04:00:00Z,2021-07-03T03:00:00Z,PT60M,17.3,59,972,699,72,7,0,18.8
2021-07-03T05:00:00Z,2021-07-03T04:00:00Z,PT60M,18.3,60,970,700,71,6.8,0,18.5
2021-07-03T06:00:00Z,2021-07-03T05:00:00Z,PT60M,19.1,58,952,634,71,6.6,0,18.3
2021-07-03T07:00:00Z,2021-07-03T06:00:00Z,PT60M,19.5,53,911,508,72,6.5,0,18.1
2021-07-03T08:00:00Z,2021-07-03T07:00:00Z,PT60M,19.2,45,824,332,73,6.3,0,18
2021-07-03T09:00:00Z,2021-07-03T08:00:00Z,PT60M,17.9,31,551,130,73,5.6,0,18
2021-07-03T10:00:00Z,2021-07-03T09:00:00Z,PT60M,15.7,3,15,4,75,4.5,0,18
2021-07-03T11:00:00Z,2021-07-03T10:00:00Z,PT60M,14,0,0,0,78,4.1,0,18.8
2021-07-03T12:00:00Z,2021-07-03T11:00:00Z,PT60M,13.3,0,0,0,78,4.1,0,20.3
2021-07-03T13:00:00Z,2021-07-03T12:00:00Z,PT60M,12.7,0,0,0,76,4,0,21.8
2021-07-03T14:00:00Z,2021-07-03T13:00:00Z,PT60M,12.2,0,0,0,74,4.1,0,22.6
2021-07-03T15:00:00Z,2021-07-03T14:00:00Z,PT60M,11.5,0,0,0,73,4.2,0,22.5
2021-07-03T16:00:00Z,2021-07-03T15:00:00Z,PT60M,10.8,0,0,0,73,4,0,22.5
2021-07-03T17:00:00Z,2021-07-03T16:00:00Z,PT60M,10.4,0,0,0,72,3.8,0,22.4
2021-07-03T18:00:00Z,2021-07-03T17:00:00Z,PT60M,9.9,0,0,0,69,3.9,0,22.2
2021-07-03T19:00:00Z,2021-07-03T18:00:00Z,PT60M,9.3,0,0,0,67,4.1,0,22.1
2021-07-03T20:00:00Z,2021-07-03T19:00:00Z,PT60M,8.7,0,0,0,62,4.1,0,21.8
2021-07-03T21:00:00Z,2021-07-03T20:00:00Z,PT60M,8.3,0,0,0,62,3.8,0,21.4
2021-07-03T22:00:00Z,2021-07-03T21:00:00Z,PT60M,8,0,0,0,66,3.8,0,21
2021-07-03T23:00:00Z,2021-07-03T22:00:00Z,PT60M,7.7,1,17,3,67,3.8,0,20.7
2021-07-04T00:00:00Z,2021-07-03T23:00:00Z,PT60M,8.7,36,495,116,64,3.6,0,20.4
2021-07-04T01:00:00Z,2021-07-04T00:00:00Z,PT60M,11.3,61,714,309,55,4.4,0,20.2
2021-07-04T02:00:00Z,2021-07-04T01:00:00Z,PT60M,14.1,192,371,361,48,5.5,0,19.9
2021-07-04T03:00:00Z,2021-07-04T02:00:00Z,PT60M,16.3,293,145,377,38,5.8,0,19.6
2021-07-04T04:00:00Z,2021-07-04T03:00:00Z,PT60M,17.9,252,177,370,28,6,0,19.3
2021-07-04T05:00:00Z,2021-07-04T04:00:00Z,PT60M,18.9,326,287,517,16,5.9,0,19
2021-07-04T06:00:00Z,2021-07-04T05:00:00Z,PT60M,19.5,316,76,363,9,6,0,18.9
2021-07-04T07:00:00Z,2021-07-04T06:00:00Z,PT60M,19.9,193,2,194,4,6,0,18.8
2021-07-04T08:00:00Z,2021-07-04T07:00:00Z,PT60M,20,119,0,119,357,5.5,0,18.8
2021-07-04T09:00:00Z,2021-07-04T08:00:00Z,PT60M,19.4,57,0,57,358,4.3,0,19
2021-07-04T10:00:00Z,2021-07-04T09:00:00Z,PT60M,18.1,2,0,2,10,3.6,0,19.1
2021-07-04T11:00:00Z,2021-07-04T10:00:00Z,PT60M,17.1,0,0,0,13,3.4,0,19.6
2021-07-04T12:00:00Z,2021-07-04T11:00:00Z,PT60M,16.8,0,0,0,12,2.9,0,20.4
2021-07-04T13:00:00Z,2021-07-04T12:00:00Z,PT60M,16.5,0,0,0,13,2.4,0,21.2
2021-07-04T14:00:00Z,2021-07-04T13:00:00Z,PT60M,16.4,0,0,0,23,2.6,0,21.7
2021-07-04T15:00:00Z,2021-07-04T14:00:00Z,PT60M,16.2,0,0,0,31,2.2,0,21.9
2021-07-04T16:00:00Z,2021-07-04T15:00:00Z,PT60M,16,0,0,0,38,1.8,0,22
2021-07-04T17:00:00Z,2021-07-04T16:00:00Z,PT60M,15.7,0,0,0,37,2.3,0,22.1
2021-07-04T18:00:00Z,2021-07-04T17:00:00Z,PT60M,15.3,0,0,0,24,2.9,0,22.1
2021-07-04T19:00:00Z,2021-07-04T18:00:00Z,PT60M,14.9,0,0,0,12,3.2,0,22.1
2021-07-04T20:00:00Z,2021-07-04T19:00:00Z,PT60M,14.4,0,0,0,5,2.9,0,22
2021-07-04T21:00:00Z,2021-07-04T20:00:00Z,PT60M,13.7,0,0,0,1,2.9,0,21.8
2021-07-04T22:00:00Z,2021-07-04T21:00:00Z,PT60M,12.9,0,0,0,360,2.9,0,21.6
2021-07-04T23:00:00Z,2021-07-04T22:00:00Z,PT60M,12.5,2,1,2,1,3,0,21.4
2021-07-05T00:00:00Z,2021-07-04T23:00:00Z,PT60M,13.3,32,473,114,0,3.1,0,21.2
2021-07-05T01:00:00Z,2021-07-05T00:00:00Z,PT60M,15.5,53,749,307,353,4.2,0,21
2021-07-05T02:00:00Z,2021-07-05T01:00:00Z,PT60M,18,58,865,483,344,5.6,0,20.9
2021-07-05T03:00:00Z,2021-07-05T02:00:00Z,PT60M,20,62,911,610,334,6.2,0,20.8
2021-07-05T04:00:00Z,2021-07-05T03:00:00Z,PT60M,21.3,64,933,679,322,6.3,0,20.8
2021-07-05T05:00:00Z,2021-07-05T04:00:00Z,PT60M,22.1,63,940,684,311,5.9,0,20.7
2021-07-05T06:00:00Z,2021-07-05T05:00:00Z,PT60M,22.7,59,929,624,305,5.3,0,20.5
2021-07-05T07:00:00Z,2021-07-05T06:00:00Z,PT60M,22.9,54,892,501,299,5,0,20.4
2021-07-05T08:00:00Z,2021-07-05T07:00:00Z,PT60M,22.8,47,804,329,292,4.9,0,20.4
2021-07-05T09:00:00Z,2021-07-05T08:00:00Z,PT60M,21.8,32,536,130,286,4,0,20.6
2021-07-05T10:00:00Z,2021-07-05T09:00:00Z,PT60M,19.9,3,20,5,277,3.1,0,20.7
2021-07-05T11:00:00Z,2021-07-05T10:00:00Z,PT60M,18.5,0,0,0,261,2.7,0,21.2
2021-07-05T12:00:00Z,2021-07-05T11:00:00Z,PT60M,17.6,0,0,0,245,2.7,0,22.1
2021-07-05T13:00:00Z,2021-07-05T12:00:00Z,PT60M,16.9,0,0,0,240,2.6,0,23
2021-07-05T14:00:00Z,2021-07-05T13:00:00Z,PT60M,16.5,0,0,0,238,2.3,0,23.4
2021-07-05T15:00:00Z,2021-07-05T14:00:00Z,PT60M,16.2,0,0,0,226,1.6,0,23.3
2021-07-05T16:00:00Z,2021-07-05T15:00:00Z,PT60M,15.4,0,0,0,222,1.1,0,23.2
2021-07-05T17:00:00Z,2021-07-05T16:00:00Z,PT60M,14.4,0,0,0,244,0.6,0,23.2
2021-07-05T18:00:00Z,2021-07-05T17:00:00Z,PT60M,14.2,0,0,0,183,1.2,0,23.2
2021-07-05T19:00:00Z,2021-07-05T18:00:00Z,PT60M,14.1,0,0,0,174,2.8,0,23.2
2021-07-05T20:00:00Z,2021-07-05T19:00:00Z,PT60M,13.6,0,0,0,173,3.3,0,23
2021-07-05T21:00:00Z,2021-07-05T20:00:00Z,PT60M,13,0,0,0,165,3.1,0,22.5
2021-07-05T22:00:00Z,2021-07-05T21:00:00Z,PT60M,12.5,0,0,0,150,2.7,0,22
2021-07-05T23:00:00Z,2021-07-05T22:00:00Z,PT60M,12.3,1,15,3,130,2.7,0,21.5
2021-07-06T00:00:00Z,2021-07-05T23:00:00Z,PT60M,13,33,489,115,112,2.8,0,20.9
2021-07-06T01:00:00Z,2021-07-06T00:00:00Z,PT60M,14.9,49,774,312,92,2.9,0,20.3
2021-07-06T02:00:00Z,2021-07-06T01:00:00Z,PT60M,17,58,872,487,65,3.5,0,19.9
2021-07-06T03:00:00Z,2021-07-06T02:00:00Z,PT60M,18.7,62,918,615,44,4.1,0,19.8
2021-07-06T04:00:00Z,2021-07-06T03:00:00Z,PT60M,20.2,64,940,685,19,4.1,0,19.7
2021-07-06T05:00:00Z,2021-07-06T04:00:00Z,PT60M,21.3,64,944,689,352,4.5,0,19.6
2021-07-06T06:00:00Z,2021-07-06T05:00:00Z,PT60M,22.2,61,929,626,334,5.2,0,19.4
2021-07-06T07:00:00Z,2021-07-06T06:00:00Z,PT60M,22.7,56,889,502,324,5.6,0,19.3
2021-07-06T08:00:00Z,2021-07-06T07:00:00Z,PT60M,22.6,47,805,330,321,5.6,0,19.3
2021-07-06T09:00:00Z,2021-07-06T08:00:00Z,PT60M,21.6,50,347,120,325,4.9,0,19.5
2021-07-06T10:00:00Z,2021-07-06T09:00:00Z,PT60M,19.7,3,8,4,334,4,0,19.7
2021-07-06T11:00:00Z,2021-07-06T10:00:00Z,PT60M,18.2,0,0,0,346,3.8,0,20.6
2021-07-06T12:00:00Z,2021-07-06T11:00:00Z,PT60M,17.4,0,0,0,344,3.6,0,22.1
2021-07-06T13:00:00Z,2021-07-06T12:00:00Z,PT60M,17.2,0,0,0,326,3.1,0,23.6
2021-07-06T14:00:00Z,2021-07-06T13:00:00Z,PT60M,17.5,0,0,0,322,3,0,24.5
2021-07-06T15:00:00Z,2021-07-06T14:00:00Z,PT60M,17.7,0,0,0,327,3.1,0,24.7
2021-07-06T16:00:00Z,2021-07-06T15:00:00Z,PT60M,17.7,0,0,0,329,3.1,0,24.9
2021-07-06T17:00:00Z,2021-07-06T16:00:00Z,PT60M,17.3,0,0,0,332,3,0,25
2021-07-06T18:00:00Z,2021-07-06T17:00:00Z,PT60M,16.9,0,0,0,338,2.8,0,24.9
2021-07-06T19:00:00Z,2021-07-06T18:00:00Z,PT60M,16.5,0,0,0,337,3,0,24.8
2021-07-06T20:00:00Z,2021-07-06T19:00:00Z,PT60M,16,0,0,0,323,3,0,24.5
2021-07-06T21:00:00Z,2021-07-06T20:00:00Z,PT60M,15.4,0,0,0,295,2.7,0,23.8
2021-07-06T22:00:00Z,2021-07-06T21:00:00Z,PT60M,14.9,0,0,0,269,2.4,0,23.2
2021-07-06T23:00:00Z,2021-07-06T22:00:00Z,PT60M,14.6,2,2,2,245,2.7,0,22.6
2021-07-07T00:00:00Z,2021-07-06T23:00:00Z,PT60M,14.8,48,341,104,233,4.1,0,22
2021-07-07T01:00:00Z,2021-07-07T00:00:00Z,PT60M,15.6,131,369,257,231,5.4,0,21.4
2021-07-07T02:00:00Z,2021-07-07T01:00:00Z,PT60M,16.7,143,595,437,234,5.9,0,20.9
2021-07-07T03:00:00Z,2021-07-07T02:00:00Z,PT60M,17.6,149,678,561,239,5.6,0,20.5
2021-07-07T04:00:00Z,2021-07-07T03:00:00Z,PT60M,18.4,64,926,677,246,5.9,0,20.2
2021-07-07T05:00:00Z,2021-07-07T04:00:00Z,PT60M,19.2,175,678,625,252,6.5,0,19.9
2021-07-07T06:00:00Z,2021-07-07T05:00:00Z,PT60M,20,148,703,576,256,7.4,0,19.6
2021-07-07T07:00:00Z,2021-07-07T06:00:00Z,PT60M,20.3,145,607,452,256,8.4,0,19.4
2021-07-07T08:00:00Z,2021-07-07T07:00:00Z,PT60M,20,57,758,323,253,8.8,0,19.5
2021-07-07T09:00:00Z,2021-07-07T08:00:00Z,PT60M,19.1,37,512,130,245,8,0,19.9
2021-07-07T10:00:00Z,2021-07-07T09:00:00Z,PT60M,17.2,3,32,5,241,5.7,0,20.2
2021-07-07T11:00:00Z,2021-07-07T10:00:00Z,PT60M,15.5,0,0,0,226,4.8,0,21.3
2021-07-07T12:00:00Z,2021-07-07T11:00:00Z,PT60M,14.4,0,0,0,209,5.2,0,23
2021-07-07T13:00:00Z,2021-07-07T12:00:00Z,PT60M,13.4,0,0,0,202,4.5,0,24.7
2021-07-07T14:00:00Z,2021-07-07T13:00:00Z,PT60M,12.7,0,0,0,200,4.3,0,26
2021-07-07T15:00:00Z,2021-07-07T14:00:00Z,PT60M,11.9,0,0,0,203,4.2,0,27
2021-07-07T16:00:00Z,2021-07-07T15:00:00Z,PT60M,11.4,0,0,0,205,4.1,0,27.9
2021-07-07T17:00:00Z,2021-07-07T16:00:00Z,PT60M,11,0,0,0,198,4.4,0,28.4
2021-07-07T18:00:00Z,2021-07-07T17:00:00Z,PT60M,10.6,0,0,0,190,4.4,0,28.5
2021-07-07T19:00:00Z,2021-07-07T18:00:00Z,PT60M,10.1,0,0,0,184,4.4,0,28.6
2021-07-07T20:00:00Z,2021-07-07T19:00:00Z,PT60M,9.4,0,0,0,178,4.1,0,28.1
2021-07-07T21:00:00Z,2021-07-07T20:00:00Z,PT60M,8.8,0,0,0,171,3.7,0,27.1
2021-07-07T22:00:00Z,2021-07-07T21:00:00Z,PT60M,8.4,0,0,0,166,3.6,0,26.1
2021-07-07T23:00:00Z,2021-07-07T22:00:00Z,PT60M,8.2,1,18,3,163,3.5,0,25
2021-07-08T00:00:00Z,2021-07-07T23:00:00Z,PT60M,9.2,32,530,120,156,3.4,0,23.9
2021-07-08T01:00:00Z,2021-07-08T00:00:00Z,PT60M,11.6,46,815,323,147,3.6,0,22.8
2021-07-08T02:00:00Z,2021-07-08T01:00:00Z,PT60M,13.8,55,905,502,140,3.9,0,22.4
2021-07-08T03:00:00Z,2021-07-08T02:00:00Z,PT60M,15.4,60,946,632,135,3.4,0,22.5
2021-07-08T04:00:00Z,2021-07-08T03:00:00Z,PT60M,16.5,63,964,702,131,2.7,0,22.6
2021-07-08T05:00:00Z,2021-07-08T04:00:00Z,PT60M,17.3,62,966,705,130,2.3,0,22.4
2021-07-08T06:00:00Z,2021-07-08T05:00:00Z,PT60M,17.8,60,951,642,131,2.2,0,22
2021-07-08T07:00:00Z,2021-07-08T06:00:00Z,PT60M,18.1,55,912,517,130,2.1,0,21.7
2021-07-08T08:00:00Z,2021-07-08T07:00:00Z,PT60M,18.2,47,830,341,132,2,0,21.7
2021-07-08T09:00:00Z,2021-07-08T08:00:00Z,PT60M,17.4,32,574,138,134,1.9,0,22.2
2021-07-08T10:00:00Z,2021-07-08T09:00:00Z,PT60M,15.8,3,29,6,133,2,0,22.7
2021-07-08T11:00:00Z,2021-07-08T10:00:00Z,PT60M,14.5,0,0,0,128,2.1,0,23.6
2021-07-08T12:00:00Z,2021-07-08T11:00:00Z,PT60M,14,0,0,0,127,2.3,0,25.1
2021-07-08T13:00:00Z,2021-07-08T12:00:00Z,PT60M,13.6,0,0,0,124,2.7,0,26.6
2021-07-08T14:00:00Z,2021-07-08T13:00:00Z,PT60M,13.1,0,0,0,116,2.8,0,27.6
2021-07-08T15:00:00Z,2021-07-08T14:00:00Z,PT60M,12.4,0,0,0,110,2.7,0,28.2
2021-07-08T16:00:00Z,2021-07-08T15:00:00Z,PT60M,11.9,0,0,0,99,2.6,0,28.8
2021-07-08T17:00:00Z,2021-07-08T16:00:00Z,PT60M,11.5,0,0,0,87,2.6,0,29
2021-07-08T18:00:00Z,2021-07-08T17:00:00Z,PT60M,10.9,0,0,0,77,2.5,0,28.7
2021-07-08T19:00:00Z,2021-07-08T18:00:00Z,PT60M,10.4,0,0,0,75,2.7,0,28.5
2021-07-08T20:00:00Z,2021-07-08T19:00:00Z,PT60M,10.1,0,0,0,78,2.9,0,28
2021-07-08T21:00:00Z,2021-07-08T20:00:00Z,PT60M,9.6,0,0,0,78,3.1,0,27.1
2021-07-08T22:00:00Z,2021-07-08T21:00:00Z,PT60M,9.2,0,0,0,68,3.1,0,26.2
2021-07-08T23:00:00Z,2021-07-08T22:00:00Z,PT60M,9,1,17,3,53,3.1,0,25.3
2021-07-09T00:00:00Z,2021-07-08T23:00:00Z,PT60M,9.8,73,100,91,44,3.2,0,24.2
2021-07-09T01:00:00Z,2021-07-09T00:00:00Z,PT60M,12,126,427,279,41,4.3,0,23.2
2021-07-09T02:00:00Z,2021-07-09T01:00:00Z,PT60M,14.6,56,904,503,35,5.5,0,22.6
2021-07-09T03:00:00Z,2021-07-09T02:00:00Z,PT60M,16.7,57,957,637,26,6.1,0,22.5
2021-07-09T04:00:00Z,2021-07-09T03:00:00Z,PT60M,18.3,58,978,708,17,6.3,0,22.4
2021-07-09T05:00:00Z,2021-07-09T04:00:00Z,PT60M,19.4,58,980,711,6,6.3,0,22.2
2021-07-09T06:00:00Z,2021-07-09T05:00:00Z,PT60M,20.1,56,964,647,0,6.3,0,22
2021-07-09T07:00:00Z,2021-07-09T06:00:00Z,PT60M,20.5,52,925,521,355,6.1,0,21.9
2021-07-09T08:00:00Z,2021-07-09T07:00:00Z,PT60M,20.6,44,840,344,349,6,0,21.9
2021-07-09T09:00:00Z,2021-07-09T08:00:00Z,PT60M,19.7,31,588,140,348,5.3,0,22.2
2021-07-09T10:00:00Z,2021-07-09T09:00:00Z,PT60M,17.7,3,33,6,346,4.4,0,22.4
2021-07-09T11:00:00Z,2021-07-09T10:00:00Z,PT60M,16.2,0,0,0,337,3.9,0,23.1
2021-07-09T12:00:00Z,2021-07-09T11:00:00Z,PT60M,15.4,0,0,0,340,3.6,0,24.4
2021-07-09T13:00:00Z,2021-07-09T12:00:00Z,PT60M,14.9,0,0,0,356,3.7,0,25.7
2021-07-09T14:00:00Z,2021-07-09T13:00:00Z,PT60M,14.5,0,0,0,4,4,0,26.9
2021-07-09T15:00:00Z,2021-07-09T14:00:00Z,PT60M,13.9,0,0,0,6,4.1,0,28
2021-07-09T16:00:00Z,2021-07-09T15:00:00Z,PT60M,13.2,0,0,0,4,4.1,0,29.1
2021-07-09T17:00:00Z,2021-07-09T16:00:00Z,PT60M,12.6,0,0,0,355,4.1,0,29.7
2021-07-09T18:00:00Z,2021-07-09T17:00:00Z,PT60M,12.1,0,0,0,344,4.1,0,29.8
2021-07-09T19:00:00Z,2021-07-09T18:00:00Z,PT60M,11.9,0,0,0,334,4.2,0,29.8
2021-07-09T20:00:00Z,2021-07-09T19:00:00Z,PT60M,11.6,0,0,0,316,4,0,29.3
2021-07-09T21:00:00Z,2021-07-09T20:00:00Z,PT60M,11.2,0,0,0,286,3.6,0,28.2
2021-07-09T22:00:00Z,2021-07-09T21:00:00Z,PT60M,10.7,0,0,0,254,3.6,0,27.1
2021-07-09T23:00:00Z,2021-07-09T22:00:00Z,PT60M,10.2,2,14,3,238,3.6,0,26.1
2021-07-10T00:00:00Z,2021-07-09T23:00:00Z,PT60M,10.9,59,255,102,234,3.4,0,25.2
2021-07-10T01:00:00Z,2021-07-10T00:00:00Z,PT60M,13.1,156,272,251,236,3.6,0,24.3
2021-07-10T02:00:00Z,2021-07-10T01:00:00Z,PT60M,15.4,124,654,456,243,4.3,0,23.9
2021-07-10T03:00:00Z,2021-07-10T02:00:00Z,PT60M,17.3,59,929,623,253,4.8,0,24
2021-07-10T04:00:00Z,2021-07-10T03:00:00Z,PT60M,18.6,62,949,693,263,5.3,0,24.1
2021-07-10T05:00:00Z,2021-07-10T04:00:00Z,PT60M,19.5,62,950,696,267,5.7,0,24
2021-07-10T06:00:00Z,2021-07-10T05:00:00Z,PT60M,20.1,59,934,633,265,5.8,0,23.8
2021-07-10T07:00:00Z,2021-07-10T06:00:00Z,PT60M,20.4,54,896,510,259,5.8,0,23.6
2021-07-10T08:00:00Z,2021-07-10T07:00:00Z,PT60M,20.1,46,815,338,252,5.7,0,23.6
