PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,WindDirection10m,WindSpeed10m,lat,lon
2021-12-28T17:00:00Z,2021-12-28T16:00:00Z,PT60M,25.6,0,0,0,146,5.8,0,13.9
2021-12-28T18:00:00Z,2021-12-28T17:00:00Z,PT60M,24.8,0,0,0,145,5.9,0,13.8
2021-12-28T19:00:00Z,2021-12-28T18:00:00Z,PT60M,24.2,0,0,0,143,6.4,0,13.8
2021-12-28T20:00:00Z,2021-12-28T19:00:00Z,PT60M,23.6,0,0,0,140,6.4,0,13.3
2021-12-28T21:00:00Z,2021-12-28T20:00:00Z,PT60M,22.8,0,0,0,137,5.7,0,12.3
2021-12-28T22:00:00Z,2021-12-28T21:00:00Z,PT60M,22.6,21,228,49,134,5.4,0,11.4
2021-12-28T23:00:00Z,2021-12-28T22:00:00Z,PT60M,24.5,53,733,262,126,6.9,0,10.5
2021-12-29T00:00:00Z,2021-12-28T23:00:00Z,PT60M,27.4,66,905,510,119,8.4,0,9.6
2021-12-29T01:00:00Z,2021-12-29T00:00:00Z,PT60M,29.9,73,990,741,118,8.3,0,8.7
2021-12-29T02:00:00Z,2021-12-29T01:00:00Z,PT60M,32,76,1038,935,127,7.6,0,8.4
2021-12-29T03:00:00Z,2021-12-29T02:00:00Z,PT60M,33.5,77,1065,1073,135,6.9,0,8.5
2021-12-29T04:00:00Z,2021-12-29T03:00:00Z,PT60M,34.6,76,1079,1145,139,6.6,0,8.5
2021-12-29T05:00:00Z,2021-12-29T04:00:00Z,PT60M,35.5,77,1079,1144,141,6.5,0,8.4
2021-12-29T06:00:00Z,2021-12-29T05:00:00Z,PT60M,36,77,1065,1071,145,6.4,0,8.1
2021-12-29T07:00:00Z,2021-12-29T06:00:00Z,PT60M,36.1,77,1035,930,153,6.6,0,7.9
2021-12-29T08:00:00Z,2021-12-29T07:00:00Z,PT60M,35.9,75,981,734,159,6.9,0,7.8
2021-12-29T09:00:00Z,2021-12-29T08:00:00Z,PT60M,35.1,70,886,500,161,7.2,0,7.8
2021-12-29T10:00:00Z,2021-12-29T09:00:00Z,PT60M,34.1,57,693,251,160,7.1,0,7.9
2021-12-29T11:00:00Z,2021-12-29T10:00:00Z,PT60M,32,20,156,41,157,6,0,8.6
2021-12-29T12:00:00Z,2021-12-29T11:00:00Z,PT60M,30.1,0,0,0,152,4.8,0,9.8
2021-12-29T13:00:00Z,2021-12-29T12:00:00Z,PT60M,29.2,0,0,0,150,4.6,0,11.1
2021-12-29T14:00:00Z,2021-12-29T13:00:00Z,PT60M,28.3,0,0,0,152,4.8,0,12
2021-12-29T15:00:00Z,2021-12-29T14:00:00Z,PT60M,27.5,0,0,0,153,5.1,0,12.8
2021-12-29T16:00:00Z,2021-12-29T15:00:00Z,PT60M,26.7,0,0,0,150,5.6,0,13.5
2021-12-29T17:00:00Z,2021-12-29T16:00:00Z,PT60M,26.4,0,0,0,141,7.2,0,13.9
2021-12-29T18:00:00Z,2021-12-29T17:00:00Z,PT60M,26.2,0,0,0,129,8.6,0,14
2021-12-29T19:00:00Z,2021-12-29T18:00:00Z,PT60M,25.3,0,0,0,123,7.6,0,14
2021-12-29T20:00:00Z,2021-12-29T19:00:00Z,PT60M,23.9,0,0,0,126,5.8,0,13.6
2021-12-29T21:00:00Z,2021-12-29T20:00:00Z,PT60M,22.8,0,0,0,128,4.7,0,13
2021-12-29T22:00:00Z,2021-12-29T21:00:00Z,PT60M,22.7,21,212,47,123,4.3,0,12.3
2021-12-29T23:00:00Z,2021-12-29T22:00:00Z,PT60M,24.7,58,695,256,106,5.7,0,11.6
2021-12-30T00:00:00Z,2021-12-29T23:00:00Z,PT60M,27.6,69,892,505,94,7.6,0,10.8
2021-12-30T01:00:00Z,2021-12-30T00:00:00Z,PT60M,30,74,983,736,93,7.3,0,10
2021-12-30T02:00:00Z,2021-12-30T01:00:00Z,PT60M,32,77,1033,931,104,6,0,9.8
2021-12-30T03:00:00Z,2021-12-30T02:00:00Z,PT60M,33.3,79,1060,1069,123,4.9,0,10
2021-12-30T04:00:00Z,2021-12-30T03:00:00Z,PT60M,34.1,80,1073,1142,141,4.5,0,10.2
2021-12-30T05:00:00Z,2021-12-30T04:00:00Z,PT60M,34.9,80,1072,1142,151,4.2,0,10.2
2021-12-30T06:00:00Z,2021-12-30T05:00:00Z,PT60M,35.3,79,1060,1070,154,4.1,0,9.9
2021-12-30T07:00:00Z,2021-12-30T06:00:00Z,PT60M,35.4,74,1038,931,155,4.1,0,9.7
2021-12-30T08:00:00Z,2021-12-30T07:00:00Z,PT60M,35.4,93,941,727,160,4.3,0,9.5
2021-12-30T09:00:00Z,2021-12-30T08:00:00Z,PT60M,35,74,879,501,164,4.5,0,9.4
2021-12-30T10:00:00Z,2021-12-30T09:00:00Z,PT60M,34.3,51,734,258,166,4.9,0,9.3
2021-12-30T11:00:00Z,2021-12-30T10:00:00Z,PT60M,32.3,20,179,43,162,4.9,0,9.6
2021-12-30T12:00:00Z,2021-12-30T11:00:00Z,PT60M,30.2,0,0,0,145,4.4,0,10.3
2021-12-30T13:00:00Z,2021-12-30T12:00:00Z,PT60M,29.2,0,0,0,129,4.3,0,11
2021-12-30T14:00:00Z,2021-12-30T13:00:00Z,PT60M,28.4,0,0,0,119,4,0,11.6
2021-12-30T15:00:00Z,2021-12-30T14:00:00Z,PT60M,27.7,0,0,0,103,3.4,0,12.2
2021-12-30T16:00:00Z,2021-12-30T15:00:00Z,PT60M,26.8,0,0,0,90,2.7,0,12.6
2021-12-30T17:00:00Z,2021-12-30T16:00:00Z,PT60M,26,0,0,0,78,2.4,0,12.9
2021-12-30T18:00:00Z,2021-12-30T17:00:00Z,PT60M,24.9,0,0,0,75,2.7,0,12.8
2021-12-30T19:00:00Z,2021-12-30T18:00:00Z,PT60M,24,0,0,0,62,3.2,0,12.8
2021-12-30T20:00:00Z,2021-12-30T19:00:00Z,PT60M,23.2,0,0,0,64,3.3,0,12.4
2021-12-30T21:00:00Z,2021-12-30T20:00:00Z,PT60M,22.6,0,0,0,82,3.4,0,11.6
2021-12-30T22:00:00Z,2021-12-30T21:00:00Z,PT60M,22.9,18,239,47,77,3.4,0,10.8
2021-12-30T23:00:00Z,2021-12-30T22:00:00Z,PT60M,25.2,51,732,258,58,3.5,0,9.8
2021-12-31T00:00:00Z,2021-12-30T23:00:00Z,PT60M,28.8,63,910,506,26,3.8,0,8.7
2021-12-31T01:00:00Z,2021-12-31T00:00:00Z,PT60M,32,69,993,736,356,4.5,0,7.6
2021-12-31T02:00:00Z,2021-12-31T01:00:00Z,PT60M,34.4,73,1041,932,343,4.6,0,7.3
2021-12-31T03:00:00Z,2021-12-31T02:00:00Z,PT60M,35.8,113,1009,1054,322,3.7,0,7.7
2021-12-31T04:00:00Z,2021-12-31T03:00:00Z,PT60M,36.8,88,1062,1139,291,3.8,0,8.2
2021-12-31T05:00:00Z,2021-12-31T04:00:00Z,PT60M,37.7,139,986,1115,275,4.6,0,8.2
2021-12-31T06:00:00Z,2021-12-31T05:00:00Z,PT60M,38.1,108,1016,1057,265,4.7,0,8
2021-12-31T07:00:00Z,2021-12-31T06:00:00Z,PT60M,38.1,193,821,874,252,4.2,0,7.8
2021-12-31T08:00:00Z,2021-12-31T07:00:00Z,PT60M,38.1,237,599,646,231,3.8,0,7.7
2021-12-31T09:00:00Z,2021-12-31T08:00:00Z,PT60M,37.8,259,217,367,214,3.8,0,7.6
2021-12-31T10:00:00Z,2021-12-31T09:00:00Z,PT60M,37.1,126,263,193,202,4.1,0,7.5
2021-12-31T11:00:00Z,2021-12-31T10:00:00Z,PT60M,35,25,131,41,187,4.6,0,8
2021-12-31T12:00:00Z,2021-12-31T11:00:00Z,PT60M,32.5,0,0,0,175,3.7,0,9
2021-12-31T13:00:00Z,2021-12-31T12:00:00Z,PT60M,30.7,0,0,0,16,0.3,0,9.9
2021-12-31T14:00:00Z,2021-12-31T13:00:00Z,PT60M,28.9,0,0,0,325,3.9,0,10.8
2021-12-31T15:00:00Z,2021-12-31T14:00:00Z,PT60M,27.8,0,0,0,324,5,0,11.6
2021-12-31T16:00:00Z,2021-12-31T15:00:00Z,PT60M,27.5,0,0,0,331,4.7,0,12.4
2021-12-31T17:00:00Z,2021-12-31T16:00:00Z,PT60M,27.4,0,0,0,317,5.1,0,12.8
2021-12-31T18:00:00Z,2021-12-31T17:00:00Z,PT60M,27.1,0,0,0,306,5.5,0,12.8
2021-12-31T19:00:00Z,2021-12-31T18:00:00Z,PT60M,26.6,0,0,0,303,4.9,0,12.8
2021-12-31T20:00:00Z,2021-12-31T19:00:00Z,PT60M,25.8,0,0,0,316,4.1,0,12.2
2021-12-31T21:00:00Z,2021-12-31T20:00:00Z,PT60M,24.7,0,0,0,335,3.7,0,11.3
2021-12-31T22:00:00Z,2021-12-31T21:00:00Z,PT60M,24.8,24,107,38,337,3.1,0,10.3
2021-12-31T23:00:00Z,2021-12-31T22:00:00Z,PT60M,26.8,72,582,238,323,3.9,0,9.5
2022-01-01T00:00:00Z,2021-12-31T23:00:00Z,PT60M,29.6,117,719,467,316,5.8,0,8.8
2022-01-01T01:00:00Z,2022-01-01T00:00:00Z,PT60M,32.4,154,783,681,313,6.6,0,8.1
2022-01-01T02:00:00Z,2022-01-01T01:00:00Z,PT60M,34.7,273,657,809,310,6.6,0,7.8
2022-01-01T03:00:00Z,2022-01-01T02:00:00Z,PT60M,36.6,551,196,731,310,6.4,0,7.6
2022-01-01T04:00:00Z,2022-01-01T03:00:00Z,PT60M,37.8,632,65,697,312,6.1,0,7.5
2022-01-01T05:00:00Z,2022-01-01T04:00:00Z,PT60M,37.9,558,122,677,317,6,0,7.4
2022-01-01T06:00:00Z,2022-01-01T05:00:00Z,PT60M,37.4,489,346,812,314,6.5,0,7.2
2022-01-01T07:00:00Z,2022-01-01T06:00:00Z,PT60M,37.3,502,136,614,298,6.6,0,7.1
2022-01-01T08:00:00Z,2022-01-01T07:00:00Z,PT60M,37.3,312,20,325,294,6.5,0,6.9
2022-01-01T09:00:00Z,2022-01-01T08:00:00Z,PT60M,36.9,176,5,179,313,7.1,0,6.8
2022-01-01T10:00:00Z,2022-01-01T09:00:00Z,PT60M,35.6,105,0,105,328,8.2,0,6.7
2022-01-01T11:00:00Z,2022-01-01T10:00:00Z,PT60M,33.1,13,0,13,334,7.4,0,7.5
2022-01-01T12:00:00Z,2022-01-01T11:00:00Z,PT60M,30.9,0,0,0,343,6.1,0,8.9
2022-01-01T13:00:00Z,2022-01-01T12:00:00Z,PT60M,29.5,0,0,0,350,5.3,0,10.4
2022-01-01T14:00:00Z,2022-01-01T13:00:00Z,PT60M,28.7,0,0,0,343,4.6,0,11.6
2022-01-01T15:00:00Z,2022-01-01T14:00:00Z,PT60M,28,0,0,0,332,3.8,0,12.6
2022-01-01T16:00:00Z,2022-01-01T15:00:00Z,PT60M,27.6,0,0,0,327,2.7,0,13.5
2022-01-01T17:00:00Z,2022-01-01T16:00:00Z,PT60M,27.4,0,0,0,330,2.6,0,14
2022-01-01T18:00:00Z,2022-01-01T17:00:00Z,PT60M,26.8,0,0,0,324,3.2,0,14.1
2022-01-01T19:00:00Z,2022-01-01T18:00:00Z,PT60M,25.8,0,0,0,329,3.2,0,14.2
2022-01-01T20:00:00Z,2022-01-01T19:00:00Z,PT60M,25.2,0,0,0,347,3.3,0,13.6
2022-01-01T21:00:00Z,2022-01-01T20:00:00Z,PT60M,24.7,0,0,0,347,3.7,0,12.5
2022-01-01T22:00:00Z,2022-01-01T21:00:00Z,PT60M,24.8,20,162,40,331,3.2,0,11.4
2022-01-01T23:00:00Z,2022-01-01T22:00:00Z,PT60M,27.1,64,615,237,305,3.6,0,10.5
2022-01-02T00:00:00Z,2022-01-01T23:00:00Z,PT60M,30.2,84,814,477,295,4.5,0,9.6
2022-01-02T01:00:00Z,2022-01-02T00:00:00Z,PT60M,32.7,98,904,702,292,4.1,0,8.7
2022-01-02T02:00:00Z,2022-01-02T01:00:00Z,PT60M,34.6,107,955,893,293,3.2,0,8.4
2022-01-02T03:00:00Z,2022-01-02T02:00:00Z,PT60M,36.2,113,985,1031,306,2.6,0,8.5
2022-01-02T04:00:00Z,2022-01-02T03:00:00Z,PT60M,37.6,114,1001,1104,321,2.8,0,8.5
2022-01-02T05:00:00Z,2022-01-02T04:00:00Z,PT60M,38.6,115,998,1104,322,3.1,0,8.4
2022-01-02T06:00:00Z,2022-01-02T05:00:00Z,PT60M,39.1,249,757,962,312,3,0,8.2
2022-01-02T07:00:00Z,2022-01-02T06:00:00Z,PT60M,39.1,191,809,857,309,2.9,0,7.9
2022-01-02T08:00:00Z,2022-01-02T07:00:00Z,PT60M,38.5,232,599,640,341,3.5,0,7.7
2022-01-02T09:00:00Z,2022-01-02T08:00:00Z,PT60M,37.5,168,563,439,8,6.2,0,7.5
2022-01-02T10:00:00Z,2022-01-02T09:00:00Z,PT60M,36.4,79,537,236,16,7.2,0,7.3
2022-01-02T11:00:00Z,2022-01-02T10:00:00Z,PT60M,34.7,25,102,39,12,6.3,0,8.1
2022-01-02T12:00:00Z,2022-01-02T11:00:00Z,PT60M,32.9,0,0,0,3,5.8,0,9.5
2022-01-02T13:00:00Z,2022-01-02T12:00:00Z,PT60M,32.1,0,0,0,6,5.1,0,11
2022-01-02T14:00:00Z,2022-01-02T13:00:00Z,PT60M,31.8,0,0,0,7,4.5,0,12
2022-01-02T15:00:00Z,2022-01-02T14:00:00Z,PT60M,31.4,0,0,0,345,4,0,12.6
2022-01-02T16:00:00Z,2022-01-02T15:00:00Z,PT60M,30.4,0,0,0,340,3.7,0,13.2
2022-01-02T17:00:00Z,2022-01-02T16:00:00Z,PT60M,29.4,0,0,0,5,3.5,0,13.4
2022-01-02T18:00:00Z,2022-01-02T17:00:00Z,PT60M,28.8,0,0,0,15,4.1,0,13.3
2022-01-02T19:00:00Z,2022-01-02T18:00:00Z,PT60M,28.3,0,0,0,14,4.3,0,13.2
2022-01-02T20:00:00Z,2022-01-02T19:00:00Z,PT60M,27.6,0,0,0,3,3.6,0,12.7
2022-01-02T21:00:00Z,2022-01-02T20:00:00Z,PT60M,26.9,0,0,0,342,2.9,0,12.1
2022-01-02T22:00:00Z,2022-01-02T21:00:00Z,PT60M,27.4,19,174,40,333,2.3,0,11.4
2022-01-02T23:00:00Z,2022-01-02T22:00:00Z,PT60M,29.6,54,671,240,319,2.4,0,10.7
2022-01-03T00:00:00Z,2022-01-02T23:00:00Z,PT60M,32.1,73,844,479,302,2.9,0,9.9
2022-01-03T01:00:00Z,2022-01-03T00:00:00Z,PT60M,33.9,85,929,705,299,2.3,0,9.1
2022-01-03T02:00:00Z,2022-01-03T01:00:00Z,PT60M,35.6,93,977,895,336,1.5,0,8.9
2022-01-03T03:00:00Z,2022-01-03T02:00:00Z,PT60M,37.4,97,1007,1034,26,2.9,0,9
2022-01-03T04:00:00Z,2022-01-03T03:00:00Z,PT60M,39.1,199,869,1057,38,4.9,0,9.2
2022-01-03T05:00:00Z,2022-01-03T04:00:00Z,PT60M,40.1,213,847,1052,43,5.7,0,9.3
2022-01-03T06:00:00Z,2022-01-03T05:00:00Z,PT60M,40.5,189,861,996,44,5.6,0,9.2
2022-01-03T07:00:00Z,2022-01-03T06:00:00Z,PT60M,40.6,221,750,843,40,5.2,0,9.2
2022-01-03T08:00:00Z,2022-01-03T07:00:00Z,PT60M,40.6,117,856,700,34,5.3,0,9.2
2022-01-03T09:00:00Z,2022-01-03T08:00:00Z,PT60M,40.1,157,589,448,34,6.7,0,9.3
2022-01-03T10:00:00Z,2022-01-03T09:00:00Z,PT60M,38.9,127,246,192,36,7.2,0,9.4
2022-01-03T11:00:00Z,2022-01-03T10:00:00Z,PT60M,37.1,26,70,34,35,5.5,0,10
2022-01-03T12:00:00Z,2022-01-03T11:00:00Z,PT60M,35.4,0,0,0,40,4.2,0,11.1
2022-01-03T13:00:00Z,2022-01-03T12:00:00Z,PT60M,33.4,0,0,0,59,3.4,0,12.2
2022-01-03T14:00:00Z,2022-01-03T13:00:00Z,PT60M,32.5,0,0,0,124,3.4,0,12.9
2022-01-03T15:00:00Z,2022-01-03T14:00:00Z,PT60M,32.7,0,0,0,143,6.8,0,13.1
2022-01-03T16:00:00Z,2022-01-03T15:00:00Z,PT60M,32,0,0,0,134,7.8,0,13.3
2022-01-03T17:00:00Z,2022-01-03T16:00:00Z,PT60M,31.1,0,0,0,129,7.1,0,13.2
2022-01-03T18:00:00Z,2022-01-03T17:00:00Z,PT60M,30.5,0,0,0,121,6.3,0,12.9
2022-01-03T19:00:00Z,2022-01-03T18:00:00Z,PT60M,30.2,0,0,0,100,5.6,0,12.5
2022-01-03T20:00:00Z,2022-01-03T19:00:00Z,PT60M,30,0,0,0,87,5.2,0,12.2
2022-01-03T21:00:00Z,2022-01-03T20:00:00Z,PT60M,29.6,0,0,0,84,5.2,0,11.8
2022-01-03T22:00:00Z,2022-01-03T21:00:00Z,PT60M,29.4,20,149,38,87,5.5,0,11.5
2022-01-03T23:00:00Z,2022-01-03T22:00:00Z,PT60M,30.8,50,692,240,88,6.4,0,11.2
2022-01-04T00:00:00Z,2022-01-03T23:00:00Z,PT60M,33.6,67,864,481,79,7.5,0,10.7
2022-01-04T01:00:00Z,2022-01-04T00:00:00Z,PT60M,36.1,77,945,706,72,7.6,0,10.2
2022-01-04T02:00:00Z,2022-01-04T01:00:00Z,PT60M,38.3,84,991,898,72,6.9,0,10.2
2022-01-04T03:00:00Z,2022-01-04T02:00:00Z,PT60M,40,88,1019,1036,74,5.7,0,10.4
2022-01-04T04:00:00Z,2022-01-04T03:00:00Z,PT60M,41,91,1031,1110,75,4.3,0,10.7
2022-01-04T05:00:00Z,2022-01-04T04:00:00Z,PT60M,41.5,190,882,1065,68,2.8,0,10.8
2022-01-04T06:00:00Z,2022-01-04T05:00:00Z,PT60M,41.7,429,443,845,49,1.8,0,11
2022-01-04T07:00:00Z,2022-01-04T06:00:00Z,PT60M,41.7,420,326,695,30,0.9,0,11
2022-01-04T08:00:00Z,2022-01-04T07:00:00Z,PT60M,41.3,243,0,243,186,1.4,0,11.1
2022-01-04T09:00:00Z,2022-01-04T08:00:00Z,PT60M,39,207,0,207,163,4.3,0,11
2022-01-04T10:00:00Z,2022-01-04T09:00:00Z,PT60M,36.6,122,10,124,155,7.6,0,11
2022-01-04T11:00:00Z,2022-01-04T10:00:00Z,PT60M,35.1,27,69,35,145,7.7,0,11.2
2022-01-04T12:00:00Z,2022-01-04T11:00:00Z,PT60M,34,0,0,0,133,6.2,0,11.5
2022-01-04T13:00:00Z,2022-01-04T12:00:00Z,PT60M,34,0,0,0,133,7.6,0,11.8
2022-01-04T14:00:00Z,2022-01-04T13:00:00Z,PT60M,33.3,0,0,0,135,7.3,0,12.1
2022-01-04T15:00:00Z,2022-01-04T14:00:00Z,PT60M,31.9,0,0,0,137,5.1,0,12.5
2022-01-04T16:00:00Z,2022-01-04T15:00:00Z,PT60M,30.7,0,0,0,120,4.2,0,12.9
2022-01-04T17:00:00Z,2022-01-04T16:00:00Z,PT60M,30.2,0,0,0,98,4.1,0,13.1
2022-01-04T18:00:00Z,2022-01-04T17:00:00Z,PT60M,30.3,0,0,0,85,4.4,0,13.2
2022-01-04T19:00:00Z,2022-01-04T18:00:00Z,PT60M,30.6,0,0,0,80,4.2,0,13.2
2022-01-04T20:00:00Z,2022-01-04T19:00:00Z,PT60M,30.5,0,0,0,81,4.2,0,12.9
2022-01-04T21:00:00Z,2022-01-04T20:00:00Z,PT60M,30,0,0,0,83,4.2,0,12.3
2022-01-04T22:00:00Z,2022-01-04T21:00:00Z,PT60M,30,19,127,35,86,4.5,0,11.7
2022-01-04T23:00:00Z,2022-01-04T22:00:00Z,PT60M,31.5,55,651,232,89,5.5,0,11
2022-01-05T00:00:00Z,2022-01-04T23:00:00Z,PT60M,33.8,81,811,468,93,6.6,0,10.2
2022-01-05T01:00:00Z,2022-01-05T00:00:00Z,PT60M,35.8,87,916,695,94,7.2,0,9.4
2022-01-05T02:00:00Z,2022-01-05T01:00:00Z,PT60M,37.3,95,965,886,91,6.7,0,9.4
2022-01-05T03:00:00Z,2022-01-05T02:00:00Z,PT60M,38.6,99,995,1024,86,5.4,0,9.9
2022-01-05T04:00:00Z,2022-01-05T03:00:00Z,PT60M,39.6,102,1008,1098,86,4,0,10.5
2022-01-05T05:00:00Z,2022-01-05T04:00:00Z,PT60M,40.2,147,943,1081,100,2.8,0,10.8
2022-01-05T06:00:00Z,2022-01-05T05:00:00Z,PT60M,40.6,164,898,1006,127,2.4,0,11
2022-01-05T07:00:00Z,2022-01-05T06:00:00Z,PT60M,40.9,179,824,864,152,2.9,0,11.1
2022-01-05T08:00:00Z,2022-01-05T07:00:00Z,PT60M,41.2,324,365,563,159,3.8,0,11
2022-01-05T09:00:00Z,2022-01-05T08:00:00Z,PT60M,40.8,200,450,425,153,4.8,0,10.8
2022-01-05T10:00:00Z,2022-01-05T09:00:00Z,PT60M,39.8,90,526,236,146,5.5,0,10.5
2022-01-05T11:00:00Z,2022-01-05T10:00:00Z,PT60M,38.3,25,116,42,140,5.4,0,10.7
2022-01-05T12:00:00Z,2022-01-05T11:00:00Z,PT60M,37.1,0,0,0,129,4.6,0,11.2
2022-01-05T13:00:00Z,2022-01-05T12:00:00Z,PT60M,36.5,0,0,0,117,5.2,0,11.7
2022-01-05T14:00:00Z,2022-01-05T13:00:00Z,PT60M,35.7,0,0,0,107,5.7,0,12.3
2022-01-05T15:00:00Z,2022-01-05T14:00:00Z,PT60M,34.6,0,0,0,88,4.9,0,12.9
2022-01-05T16:00:00Z,2022-01-05T15:00:00Z,PT60M,33.7,0,0,0,74,4.7,0,13.4
2022-01-05T17:00:00Z,2022-01-05T16:00:00Z,PT60M,32.9,0,0,0,72,4.6,0,13.7
2022-01-05T18:00:00Z,2022-01-05T17:00:00Z,PT60M,31.6,0,0,0,50,3.1,0,13.9
2022-01-05T19:00:00Z,2022-01-05T18:00:00Z,PT60M,30.7,0,0,0,23,1.6,0,14
2022-01-05T20:00:00Z,2022-01-05T19:00:00Z,PT60M,30.1,0,0,0,87,2,0,13.7
2022-01-05T21:00:00Z,2022-01-05T20:00:00Z,PT60M,28.7,0,0,0,89,3.9,0,13
2022-01-05T22:00:00Z,2022-01-05T21:00:00Z,PT60M,28.5,16,183,37,82,4.6,0,12.3
2022-01-05T23:00:00Z,2022-01-05T22:00:00Z,PT60M,29.9,55,666,234,71,5.4,0,11.6
2022-01-06T00:00:00Z,2022-01-05T23:00:00Z,PT60M,32.1,70,853,476,61,5.7,0,10.9
2022-01-06T01:00:00Z,2022-01-06T00:00:00Z,PT60M,34.3,83,936,703,49,4.6,0,10.3
2022-01-06T02:00:00Z,2022-01-06T01:00:00Z,PT60M,36.5,108,952,887,30,3.8,0,10.2
2022-01-06T03:00:00Z,2022-01-06T02:00:00Z,PT60M,38.4,101,1002,1033,10,3.3,0,10.5
2022-01-06T04:00:00Z,2022-01-06T03:00:00Z,PT60M,39.8,97,1027,1111,360,2.3,0,10.9
2022-01-06T05:00:00Z,2022-01-06T04:00:00Z,PT60M,40.6,98,1027,1115,357,0.6,0,10.9
2022-01-06T06:00:00Z,2022-01-06T05:00:00Z,PT60M,41.1,164,904,1014,181,0.8,0,10.7
2022-01-06T07:00:00Z,2022-01-06T06:00:00Z,PT60M,41.4,297,595,798,176,2,0,10.5
2022-01-06T08:00:00Z,2022-01-06T07:00:00Z,PT60M,41.3,239,570,635,168,3.1,0,10.4
2022-01-06T09:00:00Z,2022-01-06T08:00:00Z,PT60M,40.9,164,597,444,169,3.5,0,10.2
2022-01-06T10:00:00Z,2022-01-06T09:00:00Z,PT60M,40.2,77,598,247,183,3.2,0,10.2
2022-01-06T11:00:00Z,2022-01-06T10:00:00Z,PT60M,38.2,21,189,47,198,2.7,0,10.5
2022-01-06T12:00:00Z,2022-01-06T11:00:00Z,PT60M,36.1,0,0,0,178,2.6,0,11.3
2022-01-06T13:00:00Z,2022-01-06T12:00:00Z,PT60M,35.2,0,0,0,157,3,0,12
2022-01-06T14:00:00Z,2022-01-06T13:00:00Z,PT60M,34.5,0,0,0,136,2.8,0,12.8
2022-01-06T15:00:00Z,2022-01-06T14:00:00Z,PT60M,33.8,0,0,0,82,3.3,0,13.6
2022-01-06T16:00:00Z,2022-01-06T15:00:00Z,PT60M,33.1,0,0,0,45,4.6,0,14.3
2022-01-06T17:00:00Z,2022-01-06T16:00:00Z,PT60M,32.7,0,0,0,40,4.1,0,14.5
2022-01-06T18:00:00Z,2022-01-06T17:00:00Z,PT60M,32.2,0,0,0,71,2,0,14.2
2022-01-06T19:00:00Z,2022-01-06T18:00:00Z,PT60M,30.8,0,0,0,119,1.6,0,13.9
2022-01-06T20:00:00Z,2022-01-06T19:00:00Z,PT60M,29.4,0,0,0,103,2.4,0,13.4
2022-01-06T21:00:00Z,2022-01-06T20:00:00Z,PT60M,28.3,0,0,0,92,3.3,0,12.8
2022-01-06T22:00:00Z,2022-01-06T21:00:00Z,PT60M,28,16,164,35,93,3.8,0,12.1
2022-01-06T23:00:00Z,2022-01-06T22:00:00Z,PT60M,29.2,59,625,227,94,4.4,0,11.5
2022-01-07T00:00:00Z,2022-01-06T23:00:00Z,PT60M,31.2,85,801,465,94,5.1,0,10.8
2022-01-07T01:00:00Z,2022-01-07T00:00:00Z,PT60M,32.9,88,921,697,92,5.1,0,10.1
2022-01-07T02:00:00Z,2022-01-07T01:00:00Z,PT60M,34.6,95,974,891,90,3.9,0,10.1
2022-01-07T03:00:00Z,2022-01-07T02:00:00Z,PT60M,36.3,98,1004,1030,83,2.7,0,10.6
2022-01-07T04:00:00Z,2022-01-07T03:00:00Z,PT60M,38,146,948,1082,40,1.4,0,11
2022-01-07T05:00:00Z,2022-01-07T04:00:00Z,PT60M,39.3,192,881,1065,316,1.6,0,11.2
2022-01-07T06:00:00Z,2022-01-07T05:00:00Z,PT60M,40.2,271,722,950,269,2.1,0,11.2
2022-01-07T07:00:00Z,2022-01-07T06:00:00Z,PT60M,40.8,417,355,716,223,2.3,0,11.1
2022-01-07T08:00:00Z,2022-01-07T07:00:00Z,PT60M,41.1,413,34,437,188,3.1,0,11
2022-01-07T09:00:00Z,2022-01-07T08:00:00Z,PT60M,39.8,224,35,241,167,2.4,0,10.9
2022-01-07T10:00:00Z,2022-01-07T09:00:00Z,PT60M,37.1,99,0,99,65,4.2,0,10.9
2022-01-07T11:00:00Z,2022-01-07T10:00:00Z,PT60M,33.7,17,0,17,51,8.1,0,11.2
2022-01-07T12:00:00Z,2022-01-07T11:00:00Z,PT60M,31.8,0,0,0,46,7.2,0,11.9
2022-01-07T13:00:00Z,2022-01-07T12:00:00Z,PT60M,32,0,0,0,42,4.8,0,12.6
2022-01-07T14:00:00Z,2022-01-07T13:00:00Z,PT60M,32.3,0,0,0,339,2.8,0,13.1
2022-01-07T15:00:00Z,2022-01-07T14:00:00Z,PT60M,32.1,0,0,0,295,5.4,0,13.6
2022-01-07T16:00:00Z,2022-01-07T15:00:00Z,PT60M,31.9,0,0,0,302,6.1,0,14
2022-01-07T17:00:00Z,2022-01-07T16:00:00Z,PT60M,31.4,0,0,0,324,5.5,0,14.3
2022-01-07T18:00:00Z,2022-01-07T17:00:00Z,PT60M,30.9,0,0,0,325,5.1,0,14.6
2022-01-07T19:00:00Z,2022-01-07T18:00:00Z,PT60M,30.5,0,0,0,301,5.5,0,14.9
2022-01-07T20:00:00Z,2022-01-07T19:00:00Z,PT60M,29.6,0,0,0,293,5.1,0,14.7
2022-01-07T21:00:00Z,2022-01-07T20:00:00Z,PT60M,28.9,0,0,0,296,4.2,0,14.2
