country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,Solcast https://solcast.com,Burnie,9,-32.650707,136.555115,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2015,1,1,0,0,19.8,-171,18.9,9.5,0,0,0,0,0,988.9,146.1,10.457,123,,
2015,1,1,1,0,18.9,-155,6.8,9.8,0,0,0,0,0,988.5,138.2,10.285,119,,
2015,1,1,2,0,18,-142,0,10.2,0,0,0,0,0,988.2,132.2,10.637,113,,
2015,1,1,3,0,17.9,-130,0.8,10.5,0,0,0,0,0,988.2,125.9,10.15,104,,
2015,1,1,4,0,18.2,-121,38.9,10.9,1,1,0,1,0,988.4,119.7,9.296,94,,
2015,1,1,5,0,18.6,-113,37.3,11.2,71,40,9,79,0,988.8,111.2,8.339,83,,
2015,1,1,6,0,21.3,-106,17.9,10.6,155,267,102,257,0,988.9,102.1,7.267,71,,
2015,1,1,7,0,25.5,-99,19.6,9.5,273,302,151,425,0,989,100.4,6.782,59,,
2015,1,1,8,0,30,-92,17.8,8.3,338,388,277,615,0,989.1,105.5,5.751,46,,
2015,1,1,9,0,32.7,-82,5.4,6.9,223,761,644,868,0,988.8,141.6,9.318,33,,
2015,1,1,10,0,34.2,-67,0,5.4,164,937,868,1032,0,988.3,148.3,8.492,21,,
2015,1,1,11,0,35.5,-26,0.1,3.9,176,939,915,1091,0,987.7,149.9,7.937,12,,
2015,1,1,12,0,36.3,34,4.6,3,276,784,762,1038,0,987.1,152,7.597,13,,
2015,1,1,13,0,36.7,69,2.6,2.6,225,838,764,990,0,986.4,151.2,7.641,23,,
2015,1,1,14,0,37,84,0,2.3,146,914,744,890,0,985.7,150.6,8.142,35,,
2015,1,1,15,0,36.7,93,2,3.7,132,853,574,706,0,985.4,153,9.141,48,,
2015,1,1,16,0,36,100,3.1,6.3,112,761,380,492,0,985.2,153.3,10.351,60,,
2015,1,1,17,0,35.1,107,1.1,9,70,665,205,276,0,985.1,154.6,11.308,72,,
2015,1,1,18,0,33.4,114,0,8.4,26,261,55,81,0,985.4,155.8,11.928,84,,
2015,1,1,19,0,31,122,0,5.3,4,19,2,5,0,985.9,161.1,12.279,95,,
2015,1,1,20,0,28.6,132,0,1.9,0,0,0,0,0,986.4,161.3,12.997,105,,
2015,1,1,21,0,26.8,143,0,0.8,0,0,0,0,0,986.5,159.1,13.929,114,,
2015,1,1,22,0,25.5,157,0,1.4,0,0,0,0,0,986.5,156,14.783,120,,
2015,1,1,23,0,24.3,173,0,2.2,0,0,0,0,0,986.4,149,14.66,123,,
2015,1,2,0,0,23.4,-171,0,2.4,0,0,0,0,0,986.2,146.6,14.883,123,,
2015,1,2,1,0,22.9,-155,0,2.1,0,0,0,0,0,986,144.3,14.775,120,,
2015,1,2,2,0,22.4,-142,0,1.8,0,0,0,0,0,985.8,140.6,14.26,113,,
2015,1,2,3,0,22.5,-130,0,1.7,0,0,0,0,0,986,137.8,14.883,104,,
2015,1,2,4,0,23.1,-121,0,1.7,1,8,2,2,0,986.5,138,14.83,94,,
2015,1,2,5,0,23.7,-113,0.1,1.7,29,406,80,109,0,986.9,135.4,14.641,83,,
2015,1,2,6,0,26.6,-106,4.1,1.9,89,645,211,300,0,987.3,135.4,13.333,71,,
2015,1,2,7,0,31.1,-99,5,2,124,753,396,520,0,987.5,133.1,11.604,59,,
