Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433
Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673
Temperature,Speed,Direction,Pressure,Temperature,Speed,Direction,Pressure
C,m/s,degrees,atm,C,m/s,degrees,atm
26.0,2.709,130.1,0.9964964224031582,26.0,1.946078161576794,130.1,0.9964964224031582
27.2,3.519,143.3,0.9958055761164569,27.2,2.5279619972642076,143.3,0.9958055761164569
28.4,4.531,149.6,0.9951147298297557,28.4,3.254957604320581,149.6,0.9951147298297557
29.5,4.466,152.4,0.9945225758697261,29.5,3.208263222444431,152.4,0.9945225758697261
30.6,3.839,156.4,0.9939304219096965,30.6,2.757842031116025,156.4,0.9939304219096965
31.7,3.82,157.8,0.9934369602763385,31.7,2.7441929041060735,157.8,0.9934369602763385
30.8,4.756,151.7,0.9932395756229953,30.8,3.41659200312264,151.7,0.9932395756229953
28.0,5.086,151.6,0.9934369602763385,28.0,3.6536557880323275,151.6,0.9934369602763385
25.1,5.362,159.0,0.9936343449296817,25.1,3.8519273172295203,159.0,0.9936343449296817
23.4,6.575,171.4,0.9938317295830249,23.4,4.723316320549066,171.4,0.9938317295830249
22.9,8.234,175.2,0.9940291142363682,22.9,5.915100621049584,175.2,0.9940291142363682
22.3,9.54,175.0,0.994325191216383,22.3,6.853298509207315,175.0,0.994325191216383
21.6,9.546,165.9,0.994325191216383,21.6,6.857608759842035,165.9,0.994325191216383
20.7,7.661,147.8,0.9941278065630397,20.7,5.503471685433672,147.8,0.9941278065630397
19.8,6.998,147.8,0.9938317295830249,19.8,5.027188990296938,147.8,0.9938317295830249
19.1,6.972,160.5,0.9937330372563533,19.1,5.008511237546478,160.5,0.9937330372563533
18.8,6.767,158.3,0.9935356526030101,18.8,4.861244340860157,158.3,0.9935356526030101
18.5,6.032,152.2,0.9934369602763385,18.5,4.333238638106764,152.2,0.9934369602763385
18.3,4.722,145.6,0.9935356526030101,18.3,3.3921672495258854,145.6,0.9935356526030101
18.1,3.458,128.8,0.9939304219096965,18.1,2.484141115811205,128.8,0.9939304219096965
17.9,2.243,117.7,0.9942264988897113,17.9,1.6113153622800847,117.7,0.9942264988897113
18.9,1.205,86.7,0.9947199605230693,18.9,0.8656420024732511,86.7,0.9947199605230693
21.3,0.935,44.6,0.9954108068097706,21.3,0.6716807239107798,44.6,0.9954108068097706
23.6,0.415,175.4,0.9960029607698002,23.6,0.29812566890157605,175.4,0.9960029607698002
25.3,0.619,63.2,0.9960029607698002,25.3,0.4446741904821098,63.2,0.9960029607698002
26.4,0.951,18.0,0.9956081914631137,26.4,0.6831747256033707,18.0,0.9956081914631137
27.5,1.007,303.2,0.9951147298297557,27.5,0.7234037315274388,303.2,0.9951147298297557
27.7,1.081,261.9,0.9945225758697261,27.7,0.7765634893556717,261.9,0.9945225758697261
27.0,1.108,251.5,0.9939304219096965,27.0,0.7959596172119188,251.5,0.9939304219096965
26.3,0.909,258.4,0.993338267949667,26.3,0.6530029711603197,258.4,0.993338267949667
26.3,4.543,123.6,0.9930421909696522,26.3,3.2635781055900246,123.6,0.9930421909696522
26.8,5.509,134.1,0.9928448063163089,26.8,3.957528457780199,134.1,0.9928448063163089
27.4,5.987,141.2,0.9926474216629657,27.4,4.300911758346351,141.2,0.9926474216629657
26.4,7.867,150.8,0.9926474216629657,26.4,5.651456957225781,150.8,0.9926474216629657
23.8,8.229,165.8,0.9928448063163089,23.8,5.911508745520648,165.8,0.9928448063163089
21.1,8.143,167.1,0.9930421909696522,21.1,5.849728486422974,167.1,0.9930421909696522
19.0,8.542,166.8,0.9930421909696522,19.0,6.136360153631958,166.8,0.9930421909696522
17.4,9.069,161.9,0.9928448063163089,17.4,6.514943834381671,161.9,0.9928448063163089
15.9,7.5,151.5,0.9925487293362941,15.9,5.387813293401977,151.5,0.9925487293362941
14.7,7.262,153.1,0.9923513446829509,14.7,5.216840018224687,153.1,0.9923513446829509
14.0,7.529,155.2,0.9921539600296077,14.0,5.408646171469798,155.2,0.9921539600296077
13.2,7.298,156.5,0.9919565753762645,13.2,5.242701522033017,156.5,0.9919565753762645
12.7,7.291,158.7,0.9919565753762645,12.7,5.237672896292509,158.7,0.9919565753762645
12.5,7.509,163.3,0.9921539600296077,12.5,5.394278669354059,163.3,0.9921539600296077
12.3,7.829,167.1,0.9923513446829509,12.3,5.624158703205877,167.1,0.9923513446829509
13.1,8.288,167.2,0.9925487293362941,13.1,5.953892876762079,167.2,0.9925487293362941
15.1,7.063,166.4,0.9925487293362941,15.1,5.073883372173088,166.4,0.9925487293362941
17.0,6.323,164.6,0.9926474216629657,17.0,4.54228579389076,164.6,0.9926474216629657
18.5,5.661,162.5,0.9923513446829509,18.5,4.066721473859811,162.5,0.9923513446829509
19.5,5.558,158.4,0.9918578830495929,19.5,3.9927288379637584,158.4,0.9918578830495929
20.5,5.281,153.4,0.9913644214162349,20.5,3.7937389336607783,153.4,0.9913644214162349
21.2,4.506,151.9,0.9908709597828769,21.2,3.236998226675908,151.9,0.9908709597828769
21.6,3.844,151.9,0.9903774981495189,21.6,2.76143390664496,151.9,0.9903774981495189
22.0,3.303,153.1,0.9898840365161609,22.0,2.3727929744142306,153.1,0.9898840365161609
21.6,3.208,147.9,0.9896866518628176,21.6,2.3045473393644724,147.9,0.9896866518628176
20.5,3.445,147.7,0.9898840365161609,20.5,2.4748022394359745,147.7,0.9898840365161609
19.3,3.606,151.4,0.9900814211695042,19.3,2.5904606314676704,151.4,0.9900814211695042
18.2,4.155,157.3,0.9905748828028621,18.2,2.9848485645446954,157.3,0.9905748828028621
17.1,5.109,156.9,0.9913644214162349,17.1,3.6701784154654264,156.9,0.9913644214162349
15.9,7.287,155.5,0.9921539600296077,15.9,5.23479939586936,155.5,0.9921539600296077
14.9,9.274,152.9,0.9925487293362941,14.9,6.662210731067991,152.9,0.9925487293362941
14.1,8.189,131.3,0.9925487293362941,14.1,5.8827737412891725,131.3,0.9925487293362941
13.2,7.115,128.3,0.9924500370096225,13.2,5.111238877674009,128.3,0.9924500370096225
12.6,5.782,120.1,0.9924500370096225,12.6,4.153644861660031,120.1,0.9924500370096225
12.3,4.508,90.0,0.9924500370096225,12.3,3.2384349768874814,90.0,0.9924500370096225
12.0,3.695,78.2,0.9923513446829509,12.0,2.6543960158827073,78.2,0.9923513446829509
11.9,2.838,70.6,0.9924500370096225,11.9,2.0387485502233083,70.6,0.9924500370096225
11.8,2.847,43.0,0.9928448063163089,11.8,2.0452139261753906,43.0,0.9928448063163089
11.7,4.207,36.7,0.9932395756229953,11.7,3.0222040700456154,36.7,0.9932395756229953
12.3,4.691,36.9,0.9936343449296817,12.3,3.3698976212464897,36.9,0.9936343449296817
13.5,4.104,38.9,0.9941278065630397,13.5,2.948211434149562,38.9,0.9941278065630397
14.6,3.341,48.0,0.9946212681963977,14.6,2.4000912284341345,48.0,0.9946212681963977
15.7,4.099,51.5,0.9946212681963977,15.7,2.9446195586206274,51.5,0.9946212681963977
16.6,4.714,38.3,0.9940291142363682,16.6,3.3864202486795896,38.3,0.9940291142363682
17.6,4.752,43.5,0.9935356526030101,17.6,3.4137185026994925,43.5,0.9935356526030101
18.2,4.068,45.3,0.9930421909696522,18.2,2.922349930341232,45.3,0.9930421909696522
18.6,3.377,57.8,0.9926474216629657,18.6,2.425952732242463,57.8,0.9926474216629657
19.0,3.746,95.1,0.9922526523562792,19.0,2.6910331462778405,95.1,0.9922526523562792
18.9,4.592,109.8,0.9922526523562792,18.9,3.2987784857735836,109.8,0.9922526523562792
18.2,5.166,120.8,0.9925487293362941,18.2,3.7111257964952817,120.8,0.9925487293362941
17.6,5.402,125.9,0.9928448063163089,17.6,3.8806623214609974,125.9,0.9928448063163089
16.5,6.475,123.7,0.993338267949667,16.5,4.651478809970373,123.7,0.993338267949667
14.9,7.191,122.9,0.9939304219096965,14.9,5.165835385713816,122.9,0.9939304219096965
13.3,8.155,120.0,0.9945225758697261,13.3,5.858348987692416,120.0,0.9945225758697261
12.6,9.527,116.7,0.9948186528497409,12.6,6.843959632832084,116.7,0.9948186528497409
12.6,7.525,55.5,0.9948186528497409,12.6,5.40577267104665,55.5,0.9948186528497409
12.6,10.024,27.5,0.9947199605230693,12.6,7.200992060408188,27.5,0.9947199605230693
12.4,11.232,27.1,0.9947199605230693,12.4,8.0687891881988,27.1,0.9947199605230693
12.1,10.703,20.9,0.9947199605230693,12.1,7.688768757237514,20.9,0.9947199605230693
11.7,10.381,16.6,0.9947199605230693,11.7,7.4574519731741225,16.6,0.9947199605230693
11.5,8.572,12.4,0.9949173451764125,11.5,6.157911406805566,12.4,0.9949173451764125
11.3,8.369,353.9,0.9951147298297557,11.3,6.012081260330819,353.9,0.9951147298297557
11.1,8.701,334.7,0.9954108068097706,11.1,6.250581795452081,334.7,0.9954108068097706
12.1,7.331,305.6,0.9955094991364422,12.1,5.266407900523986,305.6,0.9955094991364422
14.1,5.137,295.6,0.9955094991364422,14.1,3.6902929184274607,295.6,0.9955094991364422
16.1,7.023,347.7,0.9955094991364422,16.1,5.045148367941611,347.7,0.9955094991364422
17.4,7.204,329.7,0.9952134221564273,17.4,5.175174262089045,329.7,0.9952134221564273
18.0,10.423,311.2,0.9946212681963977,18.0,7.487623727617175,311.2,0.9946212681963977
18.6,11.113,307.7,0.9939304219096965,18.6,7.983302550610156,307.7,0.9939304219096965
19.1,6.361,282.5,0.9934369602763385,19.1,4.569584047910663,282.5,0.9934369602763385
19.6,6.887,276.6,0.9929434986429805,19.6,4.947449353554589,276.6,0.9929434986429805
20.0,4.761,235.1,0.9924500370096225,20.0,3.420183878651575,235.1,0.9924500370096225
20.1,11.477,150.1,0.9923513446829509,20.1,8.244791089116598,150.1,0.9923513446829509
19.8,13.332,166.4,0.9924500370096225,19.8,9.577376910351354,166.4,0.9924500370096225
19.5,12.344,179.7,0.9925487293362941,19.5,8.867622305833867,179.7,0.9925487293362941
18.4,9.88,182.3,0.9928448063163089,18.4,7.097546045174871,182.3,0.9928448063163089
16.7,7.609,183.6,0.9932395756229953,16.7,5.466116179932753,183.6,0.9932395756229953
15.0,6.577,174.6,0.9936343449296817,15.0,4.724753070760641,174.6,0.9936343449296817
14.0,5.892,170.0,0.9936343449296817,14.0,4.232666123296593,170.0,0.9936343449296817
13.8,4.626,185.5,0.9932395756229953,13.8,3.3232032393703395,185.5,0.9932395756229953
13.6,6.771,205.9,0.9928448063163089,13.6,4.864117841283305,205.9,0.9928448063163089
13.3,6.674,216.2,0.9924500370096225,13.3,4.794435456021973,216.2,0.9924500370096225
12.9,7.851,222.7,0.9920552677029362,12.9,5.63996295553319,222.7,0.9920552677029362
12.5,8.119,214.9,0.9916604983962497,12.5,5.832487483884087,214.9,0.9916604983962497
12.3,8.791,203.2,0.9915618060695781,12.3,6.3152355549729045,203.2,0.9915618060695781
12.4,8.842,202.9,0.9916604983962497,12.4,6.351872685368037,202.9,0.9916604983962497
12.4,9.311,202.0,0.9917591907229213,12.4,6.6887906099821075,202.0,0.9917591907229213
14.1,7.009,197.1,0.9918578830495929,14.1,5.0350911164605945,197.1,0.9918578830495929
17.2,4.404,182.0,0.9919565753762645,17.2,3.163723965885641,182.0,0.9919565753762645
20.4,4.686,175.9,0.9919565753762645,20.4,3.3663057457175554,175.9,0.9919565753762645
22.3,4.678,168.7,0.9916604983962497,22.3,3.3605587448712595,168.7,0.9916604983962497
23.1,6.115,163.8,0.9909696521095485,23.1,4.392863771887079,163.8,0.9909696521095485
23.8,6.476,166.7,0.9902788058228472,23.8,4.652197185076161,166.7,0.9902788058228472
24.3,6.413,169.8,0.9895879595361461,24.3,4.606939553411585,169.8,0.9895879595361461
24.6,6.092,174.8,0.9887984209227733,24.6,4.376341144453979,174.8,0.9887984209227733
24.9,5.798,172.4,0.9881075746360721,24.9,4.165138863352622,172.4,0.9881075746360721
24.7,5.935,160.9,0.9876141130027141,24.7,4.26355625284543,160.9,0.9876141130027141
24.0,5.724,155.4,0.9875154206760425,24.0,4.111979105524389,155.4,0.9875154206760425
23.4,5.744,156.5,0.9874167283493709,23.4,4.126346607640127,156.5,0.9874167283493709
22.7,7.447,163.0,0.9874167283493709,22.7,5.3497394127952695,163.0,0.9874167283493709
22.1,8.503,165.8,0.9876141130027141,22.1,6.108343524506268,165.8,0.9876141130027141
21.4,9.013,171.3,0.9877128053293855,21.4,6.474714828457603,171.3,0.9877128053293855
21.0,9.285,172.5,0.9876141130027141,21.0,6.670112857231648,172.5,0.9876141130027141
21.0,9.423,167.9,0.9872193436960276,21.0,6.769248621830244,167.9,0.9872193436960276
20.9,8.394,163.6,0.9869232667160128,20.9,6.030040637975493,163.6,0.9869232667160128
20.9,7.079,156.7,0.9865284974093265,20.9,5.085377373865679,156.7,0.9865284974093265
20.8,6.423,151.1,0.9861337281026401,20.8,4.6141233044694525,151.1,0.9861337281026401
20.8,6.03,150.8,0.9857389587959535,20.8,4.33180188789519,150.8,0.9857389587959535
20.8,6.122,146.9,0.9857389587959535,20.8,4.397892397627587,146.9,0.9857389587959535
20.9,5.819,145.4,0.9858376511226252,20.9,4.180224740574147,145.4,0.9858376511226252
20.9,5.852,141.6,0.9860350357759684,20.9,4.203931119065116,141.6,0.9860350357759684
22.1,6.033,138.5,0.9862324204293116,22.1,4.333957013212551,138.5,0.9862324204293116
24.6,5.488,145.5,0.9864298050826549,24.6,3.942442580558674,145.5,0.9864298050826549
27.0,4.646,152.4,0.9866271897359981,27.0,3.3375707414860782,152.4,0.9866271897359981
28.3,5.593,174.6,0.9864298050826549,28.3,4.017871966666301,174.6,0.9864298050826549
28.4,4.156,147.2,0.9858376511226252,28.4,2.985566939650482,147.2,0.9858376511226252
28.5,4.756,122.9,0.9852454971625956,28.5,3.41659200312264,122.9,0.9852454971625956
28.6,4.245,123.5,0.9845546508758944,28.6,3.049502324065519,123.5,0.9845546508758944
28.8,4.308,128.9,0.9837651122625215,28.8,3.0947599557300953,128.9,0.9837651122625215
28.9,2.366,163.1,0.9828768813224772,28.9,1.6996755002918773,163.1,0.9828768813224772
29.5,3.911,220.9,0.9825808043424624,29.5,2.8095650387326843,220.9,0.9825808043424624
30.5,5.796,217.5,0.982679496669134,30.5,4.163702113141048,217.5,0.982679496669134
31.5,9.306,175.7,0.9828768813224772,31.5,6.685198734453173,175.7,0.9828768813224772
30.8,10.856,171.0,0.9837651122625215,30.8,7.798680148422915,171.0,0.9837651122625215
28.4,9.945,161.5,0.9855415741426105,28.4,7.144240427051022,161.5,0.9855415741426105
26.0,9.179,150.1,0.9872193436960276,26.0,6.593965096018233,150.1,0.9872193436960276
24.0,9.625,145.6,0.9881075746360721,24.0,6.914360393199203,145.6,0.9881075746360721
22.5,12.737,158.1,0.9883049592894152,22.5,9.149943722408132,158.1,0.9883049592894152
21.0,12.886,174.7,0.9885023439427585,21.0,9.256981613170383,174.7,0.9885023439427585
20.1,15.049,184.0,0.9885023439427585,20.1,10.810826966987513,184.0,0.9885023439427585
19.6,16.455,183.7,0.9885023439427585,19.6,11.820862365723936,183.7,0.9885023439427585
19.1,15.883,180.9,0.9885023439427585,19.1,11.409951805213813,180.9,0.9885023439427585
18.8,15.906,174.4,0.9888971132494448,18.8,11.426474432646915,174.4,0.9888971132494448
18.5,14.22,167.6,0.9897853441894893,18.5,10.215294004290149,167.6,0.9897853441894893
18.3,13.602,168.1,0.9905748828028621,18.3,9.771338188913827,168.1,0.9905748828028621
18.6,13.773,171.7,0.9913644214162349,18.6,9.89418033200339,171.7,0.9913644214162349
19.5,10.165,178.3,0.9920552677029362,19.5,7.3022829503241455,178.3,0.9920552677029362
20.5,10.139,183.1,0.9926474216629657,20.5,7.283605197573685,183.1,0.9926474216629657
21.2,9.876,192.7,0.9928448063163089,21.2,7.094672544751723,192.7,0.9928448063163089
21.7,9.042,196.4,0.9925487293362941,21.7,6.495547706525423,196.4,0.9925487293362941
22.2,7.795,195.2,0.9921539600296077,22.2,5.599733949609122,195.2,0.9921539600296077
22.5,8.76,164.6,0.9917591907229213,22.5,6.292965926693509,164.6,0.9917591907229213
22.8,9.292,167.5,0.9911670367628916,22.8,6.6751414829721565,167.5,0.9911670367628916
23.1,8.718,162.1,0.9906735751295336,23.1,6.262794172250458,162.1,0.9906735751295336
22.9,7.74,156.3,0.9904761904761905,22.9,5.5602233187908405,156.3,0.9904761904761905
22.3,6.165,152.8,0.9906735751295336,22.3,4.428782527176425,152.8,0.9906735751295336
21.7,4.919,151.1,0.9908709597828769,21.7,3.5336871453659096,151.1,0.9908709597828769
20.8,4.603,147.7,0.9913644214162349,20.8,3.30668061193724,147.7,0.9913644214162349
19.5,3.827,162.2,0.9919565753762645,19.5,2.749221529846582,162.2,0.9919565753762645
18.2,10.629,231.4,0.9926474216629657,18.2,7.635608999409281,231.4,0.9926474216629657
17.6,12.236,225.3,0.9930421909696522,17.6,8.790037794408878,225.3,0.9930421909696522
17.5,13.323,227.4,0.9932395756229953,17.5,9.570911534399272,227.4,0.9932395756229953
17.4,11.319,234.9,0.993338267949667,17.4,8.131287822402264,234.9,0.993338267949667
17.1,6.258,219.3,0.9935356526030101,17.1,4.49559141201461,219.3,0.9935356526030101
16.6,11.718,221.8,0.9937330372563533,16.6,8.417919489611249,221.8,0.9937330372563533
16.1,12.312,224.1,0.9940291142363682,16.1,8.844634302448686,224.1,0.9940291142363682
15.6,11.635,239.8,0.9945225758697261,15.6,8.358294355830933,239.8,0.9945225758697261
15.3,11.801,237.7,0.9952134221564273,15.3,8.477544623391564,237.7,0.9952134221564273
15.0,11.985,243.6,0.9960029607698002,15.0,8.60972564285636,243.6,0.9960029607698002
15.6,11.211,246.8,0.9963977300764866,15.6,8.053703310977275,246.8,0.9963977300764866
17.1,8.668,246.9,0.9965951147298298,17.1,6.226875416961112,246.9,0.9965951147298298
18.5,7.784,233.8,0.9967924993831729,18.5,5.591831823445466,233.8,0.9967924993831729
19.7,5.654,215.2,0.9967924993831729,19.7,4.0616928481193035,215.2,0.9967924993831729
20.6,4.662,197.2,0.9964964224031582,20.6,3.349064743178669,197.2,0.9964964224031582
21.6,3.543,192.7,0.9962003454231433,21.6,2.5452029998030943,192.7,0.9962003454231433
22.3,2.277,200.3,0.9958055761164569,22.3,1.6357401158768403,200.3,0.9958055761164569
22.8,1.819,158.2,0.9954108068097706,22.8,1.306724317426426,158.2,0.9954108068097706
23.3,4.975,106.3,0.9950160375030842,23.3,3.573916151289978,106.3,0.9950160375030842
23.2,4.173,98.9,0.9950160375030842,23.2,2.99777931644886,98.9,0.9950160375030842
22.4,4.86,99.0,0.9954108068097706,22.4,3.4913030141244814,99.0,0.9954108068097706
21.7,4.956,96.6,0.9957068837897853,21.7,3.5602670242800265,96.6,0.9957068837897853
20.4,3.849,76.0,0.9962003454231433,20.4,2.765025782173895,76.0,0.9962003454231433
18.7,4.109,66.4,0.9967924993831729,18.7,2.951803309678496,66.4,0.9967924993831729
17.0,3.564,30.5,0.997285961016531,17.0,2.5602888770246195,30.5,0.997285961016531
16.2,3.229,5.2,0.9973846533432026,16.2,2.319633216585998,5.2,0.9973846533432026
16.3,3.772,345.7,0.9969898840365162,16.3,2.709710899028301,345.7,0.9969898840365162
16.5,4.577,240.7,0.9966938070565013,16.5,3.2880028591867796,240.7,0.9966938070565013
16.3,6.468,217.2,0.996299037749815,16.3,4.646450184229865,217.2,0.996299037749815
15.7,4.91,228.4,0.9960029607698002,15.7,3.5272217694138277,228.4,0.9960029607698002
15.2,3.034,257.8,0.9957068837897853,15.2,2.179550070957546,257.8,0.9957068837897853
14.9,2.622,295.6,0.9957068837897853,14.9,1.8835795273733313,295.6,0.9957068837897853
14.7,3.816,306.5,0.9959042684431285,14.7,2.741319403682926,306.5,0.9959042684431285
14.6,5.128,301.0,0.9961016530964717,14.6,3.6838275424753784,301.0,0.9961016530964717
15.8,6.02,299.9,0.996299037749815,15.8,4.32461813683732,299.9,0.996299037749815
18.2,5.418,311.4,0.9963977300764866,18.2,3.892156323153588,311.4,0.9963977300764866
20.7,3.511,332.6,0.9965951147298298,20.7,2.5222149964179126,332.6,0.9965951147298298
22.3,4.807,312.1,0.996299037749815,22.3,3.453229133517774,312.1,0.996299037749815
23.3,4.833,286.1,0.9957068837897853,23.3,3.471906886268234,286.1,0.9957068837897853
24.2,5.022,271.4,0.9951147298297557,24.2,3.607679781261964,271.4,0.9951147298297557
25.6,7.161,257.8,0.9944238835430546,25.6,5.144284132540207,257.8,0.9944238835430546
27.4,8.817,257.2,0.9937330372563533,27.4,6.333913307723364,257.2,0.9937330372563533
29.3,9.604,256.2,0.9930421909696522,29.3,6.899274515977678,256.2,0.9930421909696522
29.6,9.206,254.2,0.9926474216629657,29.6,6.61336122387448,254.2,0.9926474216629657
28.3,9.351,254.7,0.9925487293362941,28.3,6.717525614213586,254.7,0.9925487293362941
27.1,8.975,240.8,0.9924500370096225,27.1,6.4474165744377,240.8,0.9924500370096225
25.3,5.409,170.1,0.9924500370096225,25.3,3.8856909472015055,170.1,0.9924500370096225
23.0,5.78,155.9,0.9926474216629657,23.0,4.152208111448457,155.9,0.9926474216629657
20.7,5.695,147.9,0.9928448063163089,20.7,4.091146227456568,147.9,0.9928448063163089
19.6,5.643,163.8,0.9926474216629657,19.6,4.0537907219556475,163.8,0.9926474216629657
19.6,5.884,189.9,0.9920552677029362,19.6,4.226919122450298,189.9,0.9920552677029362
19.5,5.766,192.5,0.9915618060695781,19.5,4.1421508599674395,192.5,0.9915618060695781
19.4,5.173,193.8,0.9910683444362202,19.4,3.7161544222357903,193.8,0.9910683444362202
19.3,7.631,213.5,0.9907722674562053,19.3,5.481920432260065,213.5,0.9907722674562053
19.1,8.303,215.6,0.9904761904761905,19.1,5.964668503348883,215.6,0.9904761904761905
19.2,8.81,218.7,0.9903774981495189,19.2,6.328884681982856,218.7,0.9903774981495189
19.4,9.183,219.7,0.9903774981495189,19.4,6.596838596441381,219.7,0.9903774981495189
19.5,10.415,215.5,0.9904761904761905,19.5,7.481876726770878,215.5,0.9904761904761905
20.9,10.488,220.6,0.9905748828028621,20.9,7.534318109493325,220.6,0.9905748828028621
23.3,9.046,223.1,0.9906735751295336,23.3,6.498421206948571,223.1,0.9906735751295336
25.7,8.526,214.5,0.9908709597828769,25.7,6.124866151939368,214.5,0.9908709597828769
27.0,6.551,201.8,0.9905748828028621,27.0,4.70607531801018,201.8,0.9905748828028621
27.0,4.854,199.8,0.9898840365161609,27.0,3.4869927634897593,199.8,0.9898840365161609
27.1,4.198,189.5,0.9892918825561312,27.1,3.0157386940935336,189.5,0.9892918825561312
27.0,4.403,169.9,0.9887984209227733,27.0,3.163005590779854,169.9,0.9887984209227733
26.7,5.734,162.2,0.9884036516160869,26.7,4.119162856582259,162.2,0.9884036516160869
26.4,8.2,155.9,0.9880088823094004,26.4,5.890675867452828,155.9,0.9880088823094004
25.8,9.872,158.6,0.9880088823094004,25.8,7.091799044328575,158.6,0.9880088823094004
24.9,11.208,165.0,0.9883049592894152,24.9,8.051548185659914,165.0,0.9883049592894152
23.9,11.427,169.9,0.9886010362694301,23.9,8.208872333827252,169.9,0.9886010362694301
23.3,10.608,176.0,0.9884036516160869,23.3,7.620523122187756,176.0,0.9884036516160869
23.1,10.142,180.2,0.9878114976560572,23.1,7.285760322891046,180.2,0.9878114976560572
22.9,8.79,183.1,0.9871206513693561,22.9,6.314517179867116,183.1,0.9871206513693561
23.1,8.197,183.6,0.9863311127559832,23.1,5.888520742135467,183.6,0.9863311127559832
23.6,8.206,176.1,0.9853441894892672,23.6,5.89498611808755,176.1,0.9853441894892672
24.2,8.211,163.0,0.9843572662225512,24.2,5.898577993616485,163.0,0.9843572662225512
24.4,7.688,149.3,0.98366641993585,24.4,5.52286781328992,149.3,0.98366641993585
24.2,7.362,158.0,0.9833703429558351,24.2,5.2886775288033805,158.0,0.9833703429558351
24.1,7.131,154.5,0.9830742659758204,24.1,5.1227328793666,154.5,0.9830742659758204
23.5,6.106,143.3,0.9831729583024921,23.5,4.386398395934996,143.3,0.9831729583024921
22.4,4.576,133.1,0.9838638045891932,22.4,3.2872844840809927,133.1,0.9838638045891932
21.4,4.16,129.5,0.9845546508758944,21.4,2.98844044007363,129.5,0.9845546508758944
20.8,4.24,122.6,0.9851468048359241,20.8,3.0459104485365844,122.6,0.9851468048359241
20.6,3.793,131.4,0.9857389587959535,20.6,2.7247967762498266,131.4,0.9857389587959535
20.5,5.12,142.3,0.9863311127559832,20.5,3.6780805416290834,142.3,0.9863311127559832
20.6,5.558,143.2,0.9863311127559832,20.6,3.9927288379637584,143.2,0.9863311127559832
21.0,5.613,142.5,0.9859363434492968,21.0,4.0322394687820395,142.5,0.9859363434492968
21.3,5.2,146.7,0.9854428818159389,21.3,3.7355505500920376,146.7,0.9854428818159389
21.8,4.653,149.8,0.9849494201825808,21.8,3.3425993672265863,149.8,0.9849494201825808
22.3,4.233,155.0,0.9843572662225512,22.3,3.0408818227960754,155.0,0.9843572662225512
22.8,4.374,151.5,0.9838638045891932,22.8,3.142172712712033,151.5,0.9838638045891932
22.4,4.859,152.9,0.9838638045891932,22.4,3.490584639018694,152.9,0.9838638045891932
21.2,5.141,155.3,0.9843572662225512,21.2,3.6931664188506086,155.3,0.9843572662225512
20.0,5.386,161.8,0.9849494201825808,20.0,3.8691683197684066,161.8,0.9849494201825808
18.8,6.575,167.6,0.9857389587959535,18.8,4.723316320549066,167.6,0.9857389587959535
17.6,7.841,168.2,0.9867258820626695,17.6,5.63277920447532,168.2,0.9867258820626695
16.4,8.805,170.7,0.9877128053293855,16.4,6.325292806453921,170.7,0.9877128053293855
15.7,10.117,165.8,0.9882062669627436,15.7,7.267800945246375,165.8,0.9882062669627436
15.5,9.515,151.1,0.9881075746360721,15.5,6.835339131562641,151.1,0.9881075746360721
15.3,8.066,135.4,0.9880088823094004,15.3,5.79441360327738,135.4,0.9880088823094004
15.1,7.315,130.1,0.9880088823094004,15.1,5.254913898831395,130.1,0.9880088823094004
14.9,6.791,131.3,0.9881075746360721,14.9,4.878485343399044,131.3,0.9881075746360721
14.7,3.851,108.5,0.9882062669627436,14.7,2.7664625323854684,108.5,0.9882062669627436
14.6,2.625,89.4,0.9885023439427585,14.6,1.885734652690692,89.4,0.9885023439427585
14.6,2.77,45.9,0.9890944979027881,14.6,1.9898990430297967,45.9,0.9890944979027881
14.5,3.225,29.2,0.9896866518628176,14.5,2.31675971616285,29.2,0.9896866518628176
14.8,3.309,13.8,0.9903774981495189,14.8,2.3771032250489523,13.8,0.9903774981495189
15.4,4.902,17.4,0.9910683444362202,15.4,3.5214747685675323,17.4,0.9910683444362202
16.0,2.698,3.3,0.9918578830495929,16.0,1.9381760354131379,3.3,0.9918578830495929
16.6,2.603,26.3,0.9920552677029362,16.6,1.8699304003633794,26.3,0.9920552677029362
17.1,2.965,41.1,0.9917591907229213,17.1,2.129982188658248,41.1,0.9917591907229213
17.7,2.706,60.3,0.9915618060695781,17.7,1.9439230362594333,60.3,0.9915618060695781
18.2,2.356,94.0,0.9913644214162349,18.2,1.6924917492340077,94.0,0.9913644214162349
18.5,3.062,108.6,0.9910683444362202,18.5,2.1996645739195806,108.6,0.9910683444362202
18.8,3.048,131.8,0.9908709597828769,18.8,2.1896073224385635,131.8,0.9908709597828769
18.5,3.918,150.2,0.9910683444362202,18.5,2.814593664473193,150.2,0.9910683444362202
17.7,3.313,165.9,0.9915618060695781,17.7,2.3799767254721003,165.9,0.9915618060695781
16.9,3.228,164.9,0.9920552677029362,16.9,2.3189148414802108,164.9,0.9920552677029362
